Type	Size	Time
P	5587	60802963
P	2729	79
P	9667	69392310
P	5674	236
C	4394	59503663
C	1393	208
C	3217	53296408
C	1778	162
C	2730	59
P	237	50867768
P	9765	96
P	8657	59
C	116	50893783
C	274	111
C	4759	64
C	4918	158
C	4744	71
C	3674	53350686
P	6259	57100579
C	3054	55896184
P	8960	51038878
P	2627	114
C	1054	49759462
C	3138	177
C	9225	49737848
C	224	189
C	1843	66
P	6472	49150899
P	4555	49100564
P	1443	177
C	4472	45726179
C	7505	136582539
P	5719	850
C	2635	190
P	1368	217
C	4911	141
C	4838	145
C	8749	119
P	7912	42468648
P	6595	42702909
P	5911	136
P	7452	117240751
P	3723	232
C	9699	42456947
C	3890	42221051
P	5729	42091574
P	1999	89
C	5846	40794136
C	6739	40768388
P	9819	40720454
C	9471	40605748
P	6165	39646434
P	492	267
P	8415	114023031
P	2505	121
C	9878	39670091
C	5411	124
P	6681	39693153
P	1833	103
P	7977	69
C	8710	39626397
C	1084	103
P	5774	39682116
C	9071	106078388
C	4939	87
P	5560	39072212
P	3152	166
C	305	39062849
C	6685	212
P	3421	38929138
P	695	38945801
P	4337	302
P	2048	145
C	7694	38947608
C	326	38960724
P	8756	38939597
P	2914	128
C	9199	38945502
C	3044	261
C	8809	76
P	3396	202601947
P	6695	34793489
P	8395	164
P	6388	121
C	5135	102
C	6375	34841541
C	6698	106
C	1224	85
P	2096	159
P	9258	413
C	3461	34853048
P	365	98
P	8117	34878104
C	9587	34880805
P	6876	34780004
C	1664	162985030
C	4959	170989973
C	7833	34784316
P	6824	32192157
P	2365	139
P	9043	55
C	8837	31377502
C	6455	96
P	3512	28066662
P	7873	113
P	2915	51
C	9404	27545846
C	5664	124
C	505	50
C	1676	27116248
P	3489	27054426
P	8246	136
P	401	65
C	8329	23928673
P	5623	23796218
C	934	22894441
C	5335	166
P	7199	155538290
C	8412	20453628
P	2803	20418676
P	8350	85
C	8883	20056631
P	9280	11862498
P	1508	91
P	3722	66
P	100	82
P	2893	65
C	3306	11444071
C	2246	11453015
C	6899	134
C	1539	106
C	8562	58
P	6991	8251134
P	4158	164
P	696	66
C	4580	15857717
P	7456	61
C	6598	168
C	2808	103
C	3670	8292094
P	6276	8254660
P	7041	139
P	1027	62
P	2097	8308845
C	4459	8241219
C	8630	99
C	4749	8261529
P	5174	8220366
P	5408	179
P	7623	8302272
P	5932	177
C	6009	8277575
C	9765	161
P	1177	8339766
P	368	133
P	2186	64
P	2011	116
P	1544	55
P	2542	8423819
C	3575	4882387
C	3238	4476166
C	8268	4343003
C	2918	4421789
P	7898	4393630
P	9254	148944745
C	8879	4212652
C	8804	4199945
P	4660	4211393
C	3920	4351372
P	9245	134315212
P	3723	193
C	2577	4150242
C	3010	82
C	6694	57507864
P	1114	4215818
P	4680	4405569
P	9663	55568555
C	6494	4731310
C	7457	192030932
C	2909	4796314
P	5653	4893096
P	5771	722
P	4317	50
C	6166	5122582
C	9184	5146564
P	4087	5186271
P	4123	5125856
P	3636	965
P	3762	44
P	716	5047246
C	5003	44227463
C	8311	5122417
P	91	5146064
P	6270	627
P	9796	44189738
C	7841	5192739
C	6662	814
C	4468	902
P	3309	44130646
P	1787	227
P	4276	44246487
P	7023	204026745
C	5777	5223130
C	9873	88
P	5039	5148733
P	6670	40031971
C	2206	5121492
C	6203	227043780
C	2537	90903181
C	2298	951
P	7019	5410871
P	1146	122
P	6143	200855300
C	8793	90849952
P	6021	32523480
C	6459	5439344
P	9709	25771415
C	6305	5137807
C	1062	93
P	8944	5170317
C	6252	5155807
C	2820	17041702
C	4181	231
P	9664	16621830
C	7111	5011578
P	1693	4906853
C	6652	83353872
P	7821	4722345
P	60	79
P	3811	81589585
P	4133	103
P	1571	60
P	1563	52
C	9462	81250625
C	18	142
C	6280	8855291
C	3675	106
P	8752	4465051
P	8942	4479600
C	7923	4422683
C	8700	117
P	7876	4173513
P	8358	135
C	6819	4089649
C	2310	179
P	1276	84
C	7823	61675936
P	5732	3687077
P	5811	8263591
P	2373	146
P	2231	58
C	2925	3427071
C	8178	8220132
P	8912	8134439
P	2310	112
C	6339	2972869
C	4257	2962899
C	1033	8107694
C	5592	125408787
P	8917	2896451
C	7828	8152814
P	6343	47669874
P	6295	7891404
C	8028	110063250
C	5858	154
P	490	2547007
P	5776	74
P	5764	2349862
P	6708	42430700
C	6396	2167497
C	6269	7452212
C	5439	205689136
P	9187	1765035
P	9023	222656621
C	6458	1760318
C	7652	7168980
C	2235	174
C	6490	116
P	7923	1721571
C	2511	63
C	9114	6523659
P	7987	1525954
P	2581	1514843
C	3605	1512724
P	9144	152
P	8609	200
P	3324	151
C	7584	6363834
P	7470	1307903
P	4900	1308761
C	1653	152
C	4032	79056564
C	4422	5473874
P	9446	194
C	8867	167
C	9572	1379642
C	6482	9318667
P	9880	139618465
P	7956	59076887
C	8227	179
C	8679	52191405
P	6655	153
C	6919	149
P	7129	114762586
P	5394	111
C	1452	736996
P	7834	621812
P	7303	648954
C	9100	42194434
C	5549	40249655
C	1673	159
C	2636	137
P	5282	492311
P	7360	203114667
P	7364	137
C	7252	28047586
C	9801	2007478
C	7895	165
C	2457	166
P	9816	462499
P	7102	144
C	9983	8567886
C	5344	74
P	9716	11293123
P	7065	79799137
C	7150	383082
C	6484	6251073
P	1175	148
P	6324	421002
P	2772	392004
P	2396	152
C	8552	9447618
C	5680	50194555
C	3763	1324028
P	9146	416519
P	8504	102
C	5525	103169667
C	3249	221
C	8766	3640329
P	9996	99457475
P	7147	3269686
P	2139	139
C	4037	365629
C	2833	873990
C	6099	360552
P	9615	856748
C	2901	123
P	3805	119
C	9350	2320310
C	5292	337443
C	1798	801706
P	2071	358110
P	8768	763999
P	797	325316
C	9390	302250
C	8165	10116345
P	4895	112
P	4844	137
P	5996	224086
P	4615	121
C	8289	196305
C	6422	630718
C	2999	159
C	2049	122
P	5239	190155
P	5813	535136
P	2782	68
C	7083	151003
P	9834	2749487
C	6474	464406
C	9057	61148444
P	3748	163821
C	2505	94764
P	6630	308155
C	8012	178593
P	4598	129
C	1216	15521
C	8060	967079
P	8514	179742
P	8486	130
P	7717	43585264
C	2183	197
C	9883	48690692
C	7284	86298
C	3753	332876
P	2179	174
P	8698	112
P	3581	332773
C	914	91947
C	7784	1774667
C	1067	125
P	3619	90
P	8272	137
C	9079	797888

