Type	Size	Time
P	1411	73
P	4245	82
P	7348	61
C	5538	107
C	4514	78
P	7406	51649975
P	5755	115
C	1739	108
C	6390	96
C	2927	66
P	960	71
P	9217	74
P	185	51783613
C	6502	140552406
P	661	213
C	2776	137142525
P	1808	158
P	4405	122
P	9423	51783559
C	8849	320
P	7117	306
P	1941	71
C	9009	54318846
P	8955	70
C	2618	300
C	7268	96
C	2481	70
P	3120	202
P	7605	81
C	3034	205
C	5564	157
C	5034	80
P	8402	184
P	133	75
P	6843	159
P	6798	65
P	643	142
C	8722	339
C	9700	56253076
C	1676	168
C	6096	142
C	955	53
C	497	81
C	1802	304
C	4344	64
P	6069	154
P	7718	83
P	1939	63
P	1528	57
C	9787	133
C	5387	55
P	1610	111
P	1463	81
P	1054	59
P	1171	60
P	4552	67
P	9473	56385133
C	3023	56517095
C	9054	159
C	2752	97
P	8006	126872581
P	3241	141
P	3024	56533167
P	4830	197
C	546	56538118
C	5649	56543856
C	1287	111
C	8440	56538544
C	3888	139
P	6555	263
P	6229	56529666
P	8362	57837442
C	6124	318
P	2516	57830920
C	2031	180
C	4118	112
P	1935	142
P	9310	135
P	4182	73
C	8393	56
C	6919	143
P	5260	630
C	4033	338
C	7494	180
P	6241	133
P	2946	133
C	1419	83
C	1872	102
C	2523	477
P	980	44
C	7984	61250512
C	4102	179
C	294	58
C	3909	52
P	2085	228
P	4922	75
P	7903	56
C	2319	160
C	918	60
C	3475	53
C	5380	54
P	1353	137
P	2262	92
P	4722	58
P	9824	160902008
P	3269	101
C	8690	61731826
C	9202	198
C	3339	71
P	9580	61693144
C	7812	276
P	435	214
P	2480	87
P	6338	61737914
P	9447	61718799
P	6105	115
C	5476	61730406
C	2718	61726894
C	9206	120
C	5247	50
C	382	51
C	3847	187
P	3715	389
P	2417	49
P	2549	47
P	2028	47
P	3428	53
P	5390	61701429
C	9988	360
C	8009	124
P	5027	65481884
P	9735	226
C	4249	136274759
C	3448	145
C	2883	481
P	322	283
P	4975	71
P	6143	63
P	2160	93
P	1763	88
C	3174	247
P	6399	156
P	1232	74
P	7088	50
C	9208	67001446
C	8555	683
C	3807	258
C	7461	284
C	4172	53
P	3584	70700608
C	1578	277
C	7663	131
P	9254	247
P	25	190
P	8731	53
C	1291	70661897
P	301	146
C	9595	153
P	2695	169
P	5209	63
P	3135	62
P	3462	62
P	4444	253
P	5008	70797347
P	5039	132
P	6765	57
C	1036	189
C	8290	70793927
C	5941	70852369
C	2229	138
C	6271	155
C	1443	162
C	5163	140
P	2032	176
P	9960	127
P	6476	70873853
C	4697	248
C	9470	67782251
C	4830	165
P	9276	274
P	5184	77
C	5979	147
C	1053	145
P	1375	147
P	3786	76
P	3430	62
C	9019	156
C	6342	67740515
P	4757	67710148
C	1401	151
P	292	168
P	6112	66
P	35	52
C	2794	109
C	1767	72
C	756	59
C	4978	88
P	6965	157850169
P	8587	166
P	724	67726622
C	9422	140
C	2458	73
C	2229	73
P	6326	153
P	7641	89
P	759	64
C	3459	125
C	8508	72
C	736	53
C	580	65
P	4293	3656
P	6811	114
P	3521	81
C	5964	184
C	533	112
C	5434	60
C	3404	67679707
C	6113	117
P	6493	65415109
P	5948	142
P	5550	85
C	5611	134
C	3181	77
C	2106	47
C	4273	62
C	232	65
P	4144	65267249
P	4241	178
C	7727	121
P	8569	64989766
C	3645	51
C	4504	130
P	2271	151
P	14	168
P	6497	134
P	4247	75
P	2637	70
C	1452	65040229
C	8073	133
C	8675	49
C	606	51
C	674	137
P	3111	225
P	3419	131
P	9565	79
P	9968	187
C	4128	135
C	7857	53
P	4004	73
C	7900	65102050
P	2879	65181332
C	5249	65171255
C	5416	124
P	3371	141
P	5332	159
C	6911	136610391
P	284	225
P	9525	75
P	2422	53
C	7213	255
C	434	96
C	1097	56
P	4748	256
P	2704	67
P	4456	56
P	2473	49
C	1368	284
C	6656	99
C	981	68
P	7352	116
P	6778	64
P	487	50
P	535	54
C	8589	147
C	7697	69860254
P	6085	69977736
C	8027	69980727
C	1154	252
P	3476	233
C	738	197
P	9738	264
P	6638	211
C	7713	138
C	1795	69870577
C	5769	169
P	1078	69930301
C	1791	127
P	6562	248
P	7768	124
C	8896	218
C	4912	205
C	5437	99
C	4751	160
P	2273	69833842
P	8403	120
P	3972	50
P	1936	53
P	4887	104
P	1127	134
C	3329	70070269
C	3272	141
C	2873	70020797
C	9699	173381522
C	3148	139
P	1436	168
P	4470	53
C	9205	258
P	8677	87
P	4576	81
P	6977	70018665
C	5838	163
C	7783	83
P	2932	177
C	8365	179
C	252	77
P	7844	71
C	2168	122
C	4490	71
P	4966	148
P	5905	63
C	4794	70
C	540	54
C	8416	53
P	8292	70157483
P	7981	162
P	3857	166
P	4960	121
P	613	134
C	2305	70343397
C	5451	215
C	2457	143
C	3301	78
C	7583	108
P	8980	165
P	9754	73
C	3016	147
C	9932	65
C	4924	137
C	5441	93
P	9600	70346491
P	8041	184
C	3344	127
C	9264	92
P	12	96
P	7399	56
P	1992	54
P	6540	52
C	7225	114
C	7066	208
C	1378	55
C	1087	62
P	9425	184
P	1298	86
P	5788	65
C	1911	129
C	1075	69
C	4222	72
C	7457	67
P	7500	163
P	536	60
P	3104	52
C	7454	117
C	8288	73
P	4115	115
P	6468	74
P	1402	56
P	6451	70519628
C	6481	315
P	5469	163
P	9784	117
C	1984	203
C	2943	90
C	5984	85
C	3367	72
P	5848	97
P	4226	71
P	5572	57
C	6776	70596679
C	7574	70672720
C	4977	151
P	4389	70235307
P	4897	159
C	2967	136977248
P	1486	114
C	4267	160
P	8539	231
C	3719	137319651
C	1907	228
C	924	111
P	5746	150
P	5059	63
C	5957	173
C	160	54
C	8684	52
P	2979	165
P	2677	59
P	7178	51
C	7394	70207380
P	4419	70621312
C	6610	70541447
C	2468	189
C	6904	70537343
C	4356	182
C	149	431
P	4595	191
P	1847	75
P	4814	78
P	4336	64
P	2815	70467852
C	1559	194
C	2534	69
P	4115	183
P	1877	89
C	8914	186
C	9011	70762845
C	3891	118
C	447	51
C	3323	51
P	9797	249
C	3568	122
C	977	70
P	8884	70760310
P	8380	132
C	4947	70776776
C	1377	129
C	6102	70778676
P	6914	137668924
P	2205	190
C	1310	133
P	670	125
C	3629	49
C	7170	67
C	7093	130
P	2281	141
P	5088	70691061
P	8845	138
P	6415	70686484
C	6827	70664647
C	4356	70665515
P	8219	70635783
C	4452	70603653
P	5872	132
C	5358	193
P	9520	169
P	5068	70477397
C	4086	70454818
C	6927	129
C	341	110
P	2659	224
C	9192	70550184
C	3443	95
C	2354	70461597
C	1197	155
P	5529	155
P	2552	149
P	1434	70423808
P	700	173
P	8098	70412773
C	6010	122
C	4992	170
C	9689	137666793
C	1910	121
P	3314	158
P	6801	117
P	3402	70346497
P	4629	70350740
C	6973	235
P	2689	198
P	6429	135
C	4078	156
C	2541	117
C	4172	54
C	5122	174
P	7298	239
P	7741	138
P	5986	70249083
P	4889	212
P	6124	58
P	973	59
C	8848	70334369
C	6044	58
P	4720	159
P	5126	181
P	4477	53
C	8348	152
C	5564	155
C	5971	148
P	3529	70190114
C	5324	70160364
C	5060	70219119
P	9665	165154061
P	1759	70310690
P	3303	189
P	7370	138
P	1752	56
C	7750	107
C	5634	210
C	3796	51
C	38	299
C	5646	65
C	92	72
C	52	60
P	3784	171
P	9153	87
C	8041	70306338
C	9849	70294298
P	9998	70271531
P	1146	114
P	2009	170
P	9096	106
P	697	150
C	4936	277
C	1746	123
C	3103	77
C	5374	70276882
C	6726	70237727
C	1073	109
C	2883	139
P	9245	216
P	5595	208
P	7505	70217023
C	211	70248995
C	2537	185
C	146	146
C	31	101
C	3699	58
C	4534	60
P	6861	156
C	1601	185
C	2047	100
C	2329	60
C	4513	109
C	3019	92
P	4386	128
P	5776	70
P	5357	51
C	1053	69
C	1946	86
C	2203	60
C	5907	65
C	1834	55
P	9383	210
C	1199	105
C	1693	58
C	6470	61
P	9500	136
P	347	89
P	345	63
C	9025	58
C	1606	52
C	937	54
P	2358	73
P	5940	67
P	3204	47
P	2080	53
P	1269	52
C	6866	469
C	2680	97
C	3600	59
P	7020	504
P	8952	90
P	1157	58
C	7374	613
C	4827	104
C	111	231
C	4647	97
P	3935	228
P	5448	72
P	7395	68
C	2559	195
C	1745	331
C	6135	84
C	656	51
P	2088	304
C	1931	72172034
P	3747	144
P	1093	74
P	8683	60
P	1812	55
C	9638	79432756
C	4755	113
C	4683	50
C	5320	185
C	7682	48
P	8553	174
C	2637	298
C	8025	88
P	5757	134
P	4659	60
P	4849	51
P	8835	79506045
P	2220	79594775
P	5971	250
C	7741	174922597
C	4806	151
C	214	113
C	6655	120
C	5564	75480318
P	65	194
P	9081	113
P	7800	52
P	3370	120
P	600	73
C	2525	210
C	3418	138
C	9179	91
P	8638	140
C	3403	219
C	8771	118
C	4658	74222886
P	6131	152
P	4043	83
P	6447	72688240
P	5140	72722818
C	1346	72717295
C	234	192
C	4253	139187227
P	1411	279
C	7464	68147241
C	4130	68121812
C	3666	126
P	9190	68100809
P	3368	200
C	9008	268
C	2720	89
C	3024	58
C	2514	93
P	3316	211
P	7079	68176939
P	5545	4385
P	7988	68163843
P	5457	136
C	2228	274
C	6178	137
C	7137	63
P	904	138
C	8316	64486574
P	8614	64521206
P	7867	229
P	2699	64519077
C	7892	62406234
P	1962	99
P	1685	105
P	4630	54
C	6949	62398960
C	3615	156
P	4380	96
C	4522	62436629
C	6628	155
C	187	53
P	7504	62474462
C	8427	156
C	765	139
P	8111	148
C	352	50
C	6081	182
P	2900	205
P	9383	62210414
P	2048	112
C	628	202
C	9207	67
P	3228	103
P	447	83
P	512	75
P	7326	62
P	1319	67
C	6119	62209557
P	8566	62274379
P	6816	126
C	3184	161
C	8154	186
P	2068	208
C	7757	187
C	1592	174
P	3889	136
P	7620	65
P	3257	89
C	8037	62227371
C	1501	106
C	793	216
C	2747	75
C	8901	55
P	4272	772
P	303	237
P	5910	123
P	3625	284
C	7554	159
C	4001	77
C	815	52
C	3232	53
P	1343	254
P	3832	65
P	7190	56
P	5072	64
C	2336	117
C	2691	47
C	6353	51
C	4279	46
C	2721	44
P	1771	154
P	3300	115
P	8317	54
P	2460	51
P	2166	52
C	804	271
C	2018	103
C	8223	51
C	2527	52
C	1300	51
P	3056	224
P	4790	76
P	4145	63
C	6375	98
C	4611	64
P	6927	81
P	2191	74
C	1654	104
C	9619	89
C	6	60
P	9597	98
C	5110	102
C	2980	78
C	3555	63
P	3271	122
P	2639	54
P	783	49
P	6167	50
P	5960	61
C	8981	147
C	495	66
C	7446	54
C	1687	54
P	2633	241
P	6042	118
P	7577	64
C	8395	96
C	7655	115
P	3309	160
P	9706	238
P	4860	69525823
C	3461	190
C	2262	90
C	9763	70
P	2090	123
P	8366	79
P	3615	71
P	203	63
C	9617	164
C	639	72
C	5201	87
C	2317	113
P	6294	193
P	4364	91
P	902	76
P	5493	108
C	8007	290
C	3672	113
P	7573	317
C	8341	103
C	4033	78
P	8627	69688094
P	916	150
C	3068	132694760
P	6583	148
P	1897	151
P	2529	133
C	9743	69562832
P	4992	138
P	4370	129
C	9684	210
C	4836	133
C	2897	51
C	4489	52
P	9217	69562546
P	9655	100
C	7920	129
C	4425	87
P	4802	133
P	4173	69433267
P	2844	149
P	4736	77
C	7123	126
C	947	112
P	6361	163
C	4998	49
P	1539	66
P	523	104
P	6716	53
C	8459	69449467
C	6353	69259103
C	4993	86
C	1967	225
C	519	99
C	5187	60
C	2777	56
C	390	242
P	9940	69241562
P	2967	149
P	8718	102
P	2360	51
P	443	52
C	3569	132
C	9913	125
P	4573	69214625
P	9900	123
C	6477	133
P	5328	69224418
P	6547	118
C	4840	69213296
C	4800	181
C	6500	176
C	8875	178
P	6895	69239878
P	5269	164
P	3964	63
P	7183	69
P	387	137
C	2467	162
C	6533	111
C	5406	68886239
C	5477	68868481
P	6097	68844295
P	2476	138
P	7768	57
C	3543	68674653
C	3537	180828785
P	3374	168
P	1949	68747789
C	1673	138
C	9448	59
C	5879	161
P	7826	181
C	2579	266
C	3451	59
C	7739	58
P	4225	180243482
P	6755	68761089
P	3128	181
P	6110	174
C	1263	109
C	9520	127627673
P	2341	223
P	4165	157
P	3124	67
C	7226	68834926
C	3464	68822450
P	8074	68794038
P	4200	129
P	3919	143
P	1087	65
P	7188	115
C	7873	127438476
C	1782	238
C	702	68791288
C	9785	127378647
C	7326	109
C	2200	241
P	4863	68798895
P	2661	147
P	1202	114
P	5007	290
P	3778	134
P	891	268
C	3501	147
C	2657	134
C	756	67
C	2532	68737483
C	1127	68
P	3599	68722261
P	9717	150
P	3329	108
C	4569	68405122
P	3316	206
C	68	121
C	6435	143
C	4455	187
C	2470	68379322
P	7211	156
P	53	63
P	9248	153
P	1296	68
C	7937	310
C	3493	159
C	5193	103
C	2968	73
C	3756	68399748
P	4240	132
P	5873	133
P	3442	68358245
C	1134	158
C	2971	75
P	6658	68379644
C	6910	127587233
C	3226	176
P	6881	321
P	4767	88
P	2517	60
C	9648	182
C	1100	127
C	6064	65
P	3483	379
P	6259	173
C	6905	257
C	5205	143
P	9285	70155930
P	2885	65
P	9402	136
P	6256	134
C	9745	230
C	3630	89
C	683	62
C	1636	60
C	8087	70188536
P	2287	182
P	3088	74
P	1199	53
C	3202	139
C	6648	115
P	8968	76
P	4730	56
C	4480	429
C	32	149
C	6704	100
C	7401	72231300
P	4766	70295767
P	977	265
P	9279	81
P	1217	75
C	5284	207
C	5255	120
P	4051	72256039
P	6754	123
C	5087	1894
C	4021	113
P	6729	573
C	6098	329
C	3414	76
P	5953	171
P	5935	73
C	2264	210
C	1446	82
C	6589	62
C	2784	56
P	5397	72212496
C	3021	76346576
P	4642	150
C	2625	165
C	173	131
C	1210	3906
C	2118	13203
C	1283	451
C	348	87
C	1370	78
P	7432	1161
C	3408	749
C	8445	60
P	9709	136940731
P	5541	180
P	1223	75038393
P	8870	223
P	6860	53
C	8620	75050803
C	8354	75138052
C	2072	151
C	7198	450
C	4453	139
P	5973	74536757
P	3576	251
P	4199	56
P	9429	241
C	1075	489
C	4738	403
C	6250	49
P	8185	1110
C	9770	279
C	1533	177
C	7258	53
P	7271	267
P	6243	170
P	3063	278
P	2460	55
C	7882	310
C	2154	58
C	2516	51
C	947	72
P	1001	227
P	4979	395
P	5147	79
P	8138	58
C	4478	145
C	1172	51
C	7435	54
C	4987	56
P	206	266
P	419	72
P	8686	48
P	25	112
P	2810	44
C	3348	748
C	7820	67
P	5939	1020
P	324	116
P	1759	53
P	4292	81154231
P	4046	161
C	7779	280
C	5502	148
C	7027	55
C	2510	52
P	7129	119
P	9072	63
P	2598	50
C	9483	297
C	2054	81130521
C	3053	149
C	2621	177
P	5354	173
P	4802	94
C	7769	194
C	4041	69
C	4908	59
P	8756	81950971
P	3396	163
P	3494	82
P	4860	62
P	2685	56
P	4028	65
C	6287	148
C	977	54
C	9069	95
P	6328	126
P	75	72
P	6546	53
C	9795	63
P	9466	110
P	243	75
C	55	60
C	2173	59
C	9382	57
C	3141	53
P	9342	61
P	4261	64
P	3761	56
C	609	63
C	8638	49
C	1077	52
P	6430	204
P	47	106
C	1940	105
C	5077	53
P	5657	129
C	9364	109
P	935	70
P	3081	146
P	9305	67
P	1858	65
C	4568	331
C	7616	73
C	3602	60
P	7055	218
P	2563	86
P	2938	59
C	6045	100
C	9792	92
C	958	62
C	2042	65
P	3861	51
P	2350	62
P	9268	215
P	7324	82666984
P	5080	130
P	2048	163
C	6902	9716
C	6886	141
C	92	101
C	4278	247
P	6084	140
P	9965	223
P	3934	69
C	6380	126
C	5763	118
P	4800	145
P	3461	73
C	9767	195
P	4776	174
P	372	52
P	946	46
P	394	55
P	3047	52
C	9973	82792009
C	2242	229
C	6084	93
P	3704	83772720
P	483	123
P	7328	79
P	763	114
C	9374	83778102
C	9429	157
P	3892	83752418
P	4069	190
P	2556	72
P	8394	59
C	5139	153
C	4431	101
C	7055	105
P	4474	83913065
P	5350	141
P	440	77
P	2558	67
P	4346	67
C	9425	83937518
P	3359	150035721
P	9115	196
P	3698	166
C	8539	83890252
C	9680	149
C	3484	339
P	6180	167
P	4519	66
C	1513	137
C	3771	87
C	8432	67
P	6266	99
P	1802	97
P	2024	57
P	2807	54
C	8171	84005421
C	4104	265
P	7118	154
P	4342	81
P	4032	69
C	9293	135
C	3073	95
C	81	84
C	3536	62
P	3523	114
P	9461	72
P	3059	57
C	4006	189
C	6949	71
C	792	72
C	820	54
P	5842	164
P	3375	75
P	3382	62
C	1961	111
C	1807	71
C	7397	64
C	2525	50
P	1138	155
P	6683	81
P	3772	58
C	6421	137
P	3364	158
P	8083	84273802
P	1784	127
P	1743	53
C	6186	84233896
C	2179	162
C	8217	162
P	9781	110
P	6089	87
C	6218	132
C	6875	82
P	8057	124
P	5038	96
C	6912	151
C	6510	70
C	1859	50
P	5235	99
P	3997	51
P	9434	55
C	7195	108
C	7163	89
P	5691	104
P	1685	73
P	3707	64
P	2179	54
C	3876	58
C	9167	83
C	5202	48
P	9466	73
P	7834	52
C	7967	63
C	3928	57
C	2825	85
P	9522	73
P	7226	53
P	374	52
C	6330	150258061
C	2863	260
C	9541	51
C	1253	62
C	2781	84701014
C	2346	225
P	1778	84658554
P	8740	202
P	7248	146595200
C	8926	84589034
C	8619	84338707
C	36	242
P	4203	138
C	4367	84491904
P	1409	103
P	3639	181
P	77	123
P	7918	84303830
P	5768	66
C	93	163
C	4283	113
C	1467	83
C	6868	84260829
C	5104	84249463
P	9967	84191686
C	9644	84169335
P	1817	177
P	1439	142
P	9893	84108484
C	9891	219
P	6018	106
P	7358	61
P	2749	50
P	1835	54
C	4581	84381744
C	191	114
C	7597	162
C	8922	84376635
C	1677	174
C	193	307
P	4659	1582
C	7166	168
C	5441	92
P	9372	84367216
P	1241	103
P	2454	167
P	5289	85
P	5266	60
P	3206	66
C	2089	198
C	4937	57
P	7425	120
C	5744	84380825
C	1554	154
C	4924	269
C	6764	77
P	3344	237
P	4890	130
P	5118	60
C	6763	1082
C	1876	96
C	1880	79
C	750	54
C	2916	55
P	777	1431
P	3182	478
P	8395	56
C	1215	438
C	313	83
C	4578	59
P	1380	120
P	8033	63
P	3913	53
C	563	126
C	865	66
C	1045	69
C	6347	317
C	531	52
P	345	152
P	6807	68
P	3836	57
P	2477	54
P	933	62
C	5133	90178446
C	6518	306
C	5370	62
C	2313	163
C	1553	61
C	5700	95223729
P	1037	95177109
P	2647	95178105
P	6333	260
P	533	76
P	7989	835
C	3352	204
C	4955	162
C	8257	142
C	1892	82
P	9688	149
C	1506	142
C	9189	55
P	6350	66
C	6518	79
P	9076	95241874
P	1268	185
P	2882	54
P	8254	135
P	5558	131
P	203	138
C	566	163
C	6892	54
C	4704	52
C	6150	49
C	5116	95536811
C	2877	356
P	6808	175
P	2753	119
P	1142	49
C	6252	178
C	9752	174
P	7109	44
P	4865	242
P	6275	95573997
P	7793	137
P	5813	64
P	5300	173
P	1284	68
C	6189	206
C	8261	180
C	966	182
C	6290	95658042
C	9875	149
P	2853	205
C	3671	95121526
C	2595	129
P	2207	93
P	6160	191
P	5707	95154545
C	7439	180
C	3842	171
P	8923	74
C	3821	147517639
P	8851	163
P	3701	125
P	131	156
P	302	59
C	1965	184
C	8907	95084830
C	9538	123
P	7341	95048678
P	9902	146
P	1857	115
P	2649	50
P	5461	51
C	5761	71
C	4052	58
C	2393	53
C	4333	50
P	6098	82
C	5682	95044293
P	515	69
C	1538	204
P	9092	95108970
C	1233	246
C	3105	102
P	5039	118
P	9134	74
C	3276	147
C	9858	94
C	746	53
P	1326	62
P	6603	49
P	5563	50
C	7973	92066161
C	6766	135
C	4458	55
C	4927	53
P	1067	161
P	5806	112
P	8557	64
C	8930	136
P	1930	117
P	1543	46
P	6502	45
C	9863	283
C	5930	92235669
P	9630	92273210
C	7995	296
P	9228	231
C	5895	428
P	905	95149120
P	3404	135
P	7436	95148666
C	3949	183
C	7948	51
C	4720	94885654
C	6120	144
P	7785	258
P	8800	78
P	5637	95042932
P	1713	95030054
C	1324	335
C	6917	156
C	7070	74
C	5691	69
P	3581	182
P	3480	78
P	2106	67
P	585	65
P	157	63
P	1610	94954014
P	6224	4798
C	2902	96992995
C	7399	854
C	2778	148772455
C	79	264
P	7403	3476
P	5840	1911
P	4791	212
P	2166	66
C	7902	633
C	9668	185
C	5357	74
P	5203	835
P	187	90
P	5550	70
P	4741	57
P	2433	63
C	3446	464
C	102	74
C	5210	59
C	3618	61
P	4780	445
P	5870	107147402
C	4332	497
C	7715	102
P	7654	301
P	5311	66
C	680	124
C	8055	75
P	6811	148
P	2653	67
P	7867	57
C	8147	109101710
C	3563	197
C	7831	71
C	6134	60
P	3493	270
P	2906	314
P	494	62
P	6299	59
P	4447	62
C	7727	109273830
C	9730	161013248
P	5811	209
P	1777	75
P	176	63
P	8318	109318599
P	5972	76
C	7716	79
C	8159	71
P	1885	181
P	4221	96
P	1817	60
P	6818	60
C	5183	193
C	3007	82
C	8019	69
P	7670	74
P	8299	50
C	5226	109314260
C	4279	90
P	1378	109451174
C	7940	160
P	6310	126
C	7757	260728343
C	2076	67
P	1271	137
P	927	211
P	5798	55
P	5300	60
P	1986	60
C	3372	264
C	2789	48
C	3137	50
P	2568	300
P	6194	78
P	6376	46
C	3064	1004
C	1432	142
C	4209	77
C	4710	67
C	3245	71
C	3360	162536524
C	452	245
P	3595	253
P	8145	143
C	3717	92
P	2791	56
P	2930	93
P	2781	60
C	4172	193
C	9886	166
C	9469	151
P	4782	116116104
P	9419	171
P	3646	78
P	3303	229
P	2116	52
C	3459	1173
C	8095	77
C	5776	45
P	8931	113947219
P	2495	134
C	7437	114104937
C	5469	150
P	4877	255
P	8690	84
P	4952	114067687
P	1145	125
C	7987	273
C	251	77
C	483	58
C	4980	114070076
C	5050	316
C	6053	114
C	941	70
C	556	69
P	8910	171
C	1370	155
C	1688	77
P	7945	116682900
P	6825	202
P	4102	75
C	1028	65
C	7099	141
C	6583	78
C	510	201
P	3201	325
P	959	136
P	7940	63
C	7833	245
P	4170	117708857
P	5267	135
P	7084	79
C	8592	79
C	9594	117707274
C	3613	136
P	7945	175
C	4471	109
C	2898	70
C	1861	53
C	2964	53
C	2465	59
P	6590	111
P	7482	72
C	116	98
C	9297	52
P	6724	115
P	773	60
P	4695	44
P	6319	117736542
C	3780	376
C	4034	101
C	1210	54
P	7426	139
P	3240	81
C	6369	434
C	688	114
C	4557	70
C	5559	119754022
P	8334	186
C	7456	225
C	4826	142
C	3232	83
C	1295	56
C	4755	53
P	5070	135
P	8384	165
P	8838	75
P	7919	121166388
C	1119	186
C	1850	190
C	1291	47
C	6665	71
C	2191	82
P	9080	121152432
P	2399	167
P	180	138
C	4328	167
C	7553	69
C	1472	61
C	1648	61
P	4867	136
P	510	55
P	2430	46
P	1034	47
P	1706	54
P	1025	121144806
C	9901	121290029
C	3109	185
C	1097	153
C	297	42
C	1289	171
P	5483	109
C	2347	78
P	3460	109
P	2835	60
P	3435	51
P	1217	53
C	2180	130
C	7628	66
C	754	82
P	9038	107
P	657	59
C	9303	151
C	1947	121438500
C	9165	137
P	9087	121452322
P	4671	114
P	4875	178013079
P	1893	193
P	7787	139
P	3055	154
P	2249	113
C	7216	875
C	4118	66
C	2680	52
P	6281	513
P	4992	77
P	1697	51
P	2932	44
C	2970	170
C	9811	45
C	1090	44
P	2211	89
P	6735	55
P	4831	50
C	8265	121416219
C	992	251
C	1339	203
C	1151	120
C	4526	61
C	352	61
C	4003	50
P	8526	130
C	7079	247
C	7827	84
P	1478	120832495
P	178	153
P	7916	132
P	4309	82
P	8958	62
C	9621	224
P	6016	99
P	7868	46
C	3546	156
C	8867	81
C	8389	120901070
C	6509	63
P	4902	51
P	2402	136
P	3592	60
P	306	65
P	4935	57
C	7371	211
C	5108	149
C	2801	125
P	2881	155
P	5788	50
C	6044	123
C	2395	67
P	450	187
P	5727	48
P	3922	52
P	2292	47
P	117	46
P	430	250
C	3630	252
C	992	162
C	6314	45
C	4427	61
P	4907	120595559
P	199	156
P	3	138
P	5424	173
P	7665	57
P	1433	58
P	80	46
C	7906	154
C	5590	72
P	108	120920968
P	9485	116
P	1217	184
C	2629	144
C	4923	61
C	1017	51
C	8101	45
P	182	108
P	5777	65
P	936	52
P	1972	46
P	6482	52
C	2478	141
C	9408	89
C	3248	59
P	3564	120990659
P	1066	231
P	4902	90
P	9920	67
C	1410	127
C	9464	53
C	6622	46
P	9347	121195458
P	8671	121194887
P	165	149
C	7674	248
C	1632	95
C	4856	57
C	1098	65
C	529	122643421
C	9277	286
C	7552	60
P	5917	182
P	3655	56
P	4486	49
P	446	49
P	464	50
C	2204	181
C	7989	64
P	8552	184301967
P	2216	137
P	7195	243
C	9174	266
C	2432	83
C	2554	56
P	6962	118853681
P	7234	4559
P	566	62
P	1873	118954585
P	6695	82
C	7573	184468641
P	868	223
P	3148	104
C	1321	233
C	9553	76
P	2371	151
P	6249	82
P	4710	57
C	8629	183
C	1610	117526212
C	6426	117513411
C	1473	279
P	7537	146
P	614	85
P	4175	49
P	3052	117459342
P	1109	111
P	5174	144
P	2134	73
P	5171	53
C	6944	93
C	5799	51
C	9903	112545330
C	5768	91
P	4366	156
P	1161	64
P	2085	60
P	4778	51
P	5071	48
C	3172	149
P	3632	112608761
C	2026	113
C	2082	113
C	6514	64
C	6746	65
P	8357	111
P	7862	61
C	2945	163
C	3541	89
C	6423	44
P	4483	167
P	8379	83
P	2092	47
C	1776	137
C	9039	51
C	4007	47
P	3244	200
P	1401	104
P	8338	59
C	641	112767293
C	2607	152
C	6559	112725176
P	7721	116
P	1694	83
C	4456	158
C	2977	68
C	5376	98
P	1961	112748979
P	9487	179832591
P	2857	112004493
P	479	158
C	1524	111974872
C	6073	179
C	9774	112090880
P	3152	252
P	6702	73
P	4489	45
P	4198	57
C	4699	216
C	8775	72
P	9007	121
C	2292	112121393
C	3941	125
C	1322	72
C	5800	53
C	3421	236
P	6312	171
P	7456	179853831
P	319	137
C	8821	112172614
C	608	306
C	7913	95
C	2862	53
C	926	52
P	4397	180
P	3310	80
P	3610	94
P	6420	58
C	2192	193
C	8670	89
C	3110	58
P	9142	112219758
P	1375	160
C	1426	70
P	4657	176
P	2958	124
C	222	200
C	3090	153
C	8878	138
P	5634	112347046
P	2749	116
P	6098	128
P	257	95
C	5441	112344383
P	7286	47
C	9621	243
C	1207	55
C	1960	43
C	899	45
P	4413	125
P	102	73
P	9014	59
C	713	103
C	5957	76
C	3872	57
P	3892	105
P	4472	90
C	555	97
C	4475	85
C	2219	44
C	6683	113
C	6508	127
P	7231	112488463
P	8405	185
P	2524	49
P	4056	202
P	3371	112489518
C	6911	112620169
P	5521	109
P	6307	50
P	3249	46
C	9136	180330158
C	9938	141
P	4556	238
P	5017	93
P	8143	50
C	7689	112636610
C	9119	185
C	2344	54
P	4097	125
P	3570	49
P	2108	67
P	186	45
P	9202	98
C	9800	112704834
C	3569	168
C	8099	196
C	974	55
P	978	170
P	5220	50
P	2558	55
C	2083	156
C	9435	84
P	4858	112793714
P	7877	321
C	9910	129
C	5844	58
P	4850	182
P	6184	85
P	5957	62
P	3874	112721870
C	6195	163
C	4913	57
C	5330	51
P	7097	153
P	5892	45
P	3634	46
C	3403	157
C	9810	112867106
P	2693	167
P	5128	96
P	4846	112852608
C	5250	103
P	9161	154
P	2383	59
C	3378	107
C	5000	64
C	2095	67
P	1639	109
P	7610	48
P	3398	52
C	6694	136
C	2743	67
C	7051	58
P	8548	110
P	1057	72
P	1039	49
P	995	52
P	3454	55
C	5395	157
C	8697	76
P	4302	136
P	1571	74
P	5389	58
P	4757	55
P	555	70
C	3081	114
C	9035	73
C	3978	46
C	9343	112878711
C	3377	3793
P	3601	164
P	7592	83
P	4083	79
P	752	58
C	5703	190
C	3542	58
