Type	Size	Time
C	732	52
C	2891	53
P	7893	175
C	511	200
C	2709	225
C	8419	46
P	4343	113161710
P	2968	158
P	9295	58
C	5021	113309681
C	9715	113258405
P	8624	113311316
P	1075	139
P	3932	113268687
C	4414	178383366
C	7315	111
P	5544	47
C	7686	113264738
P	9926	289
P	1397	78
P	7159	59
C	2190	151
C	9762	76
C	6415	59
P	2864	67
P	6632	51
P	1236	45
C	1424	169
C	5061	103
C	3787	68
C	5657	51
C	1255	75
P	9271	129
P	8023	51
P	6151	110205694
P	3838	140
C	731	117
C	9920	71
P	8290	111
P	744	49
P	6755	45
P	298	46
C	8645	110220133
C	9712	168
C	9208	151
P	1813	108815979
P	9000	120
P	4160	96
P	787	112
P	831	53
P	1260	57
C	9865	108750358
C	6608	108683834
P	6229	233
P	8310	246652566
C	2865	259
C	8504	84
C	7567	59
P	4816	108705366
P	4026	78
P	9231	50
P	1060	56
P	213	49
C	4747	126
P	2135	108642888
P	3425	145
C	2111	68
C	2986	122
P	6238	156
P	2444	63
C	9040	108671454
C	4485	166
P	8227	108672322
P	3784	103
P	6385	158
C	1107	213
C	2503	144
C	5678	45
C	2392	44
P	1413	149
P	1604	91
C	7865	108677447
C	193	207
C	7953	189
P	3983	156
P	3391	117
P	2530	59
C	710	109098301
P	5717	109134878
P	9308	159
C	9553	245297879
C	6916	290854901
C	6994	109128298
P	56	128
P	4993	154
P	7107	118
P	1901	61
C	8006	273
C	3226	123
C	9346	64
P	5613	157
P	7819	130
P	7281	109207247
P	8237	118
C	4521	109209231
C	7725	177
C	5604	133
C	1798	53
P	7113	109210956
P	2006	157
P	4212	179316517
C	1836	207
P	4177	117
P	9200	78
C	3821	194
C	3965	56
C	7584	47
P	9208	126
P	2951	71
C	9540	109232899
C	6519	188
C	2957	144
P	4298	159
P	178	87
P	8957	121
P	6911	52
C	6973	109366513
C	1476	175
C	9228	111
C	2040	176
P	8894	110
P	514	76
P	7639	358
C	7944	109391065
C	9928	114
C	860	212
C	1104	89
C	1107	67
P	7170	121
P	8415	50
P	820	46
C	5461	109362472
C	449	197
P	7075	153
P	7574	83
C	2430	150
C	8201	81
C	5655	63
C	510	104
C	392	48
P	3200	170
P	7233	55
P	801	44
P	6059	45
C	5288	162
C	3310	67
C	1319	79
C	7257	63
P	8568	176
P	5108	101
P	2293	58
C	9131	179693931
C	8026	188
C	6963	71
C	1800	173
C	7316	65
C	279	65
P	3042	93
P	7611	96
P	7316	50
P	7678	109724444
C	9646	234
C	1686	143
P	1594	136
C	1263	183
C	1589	157
C	6121	71
P	6910	112
P	9190	153
P	5287	45
P	19	47
C	5108	157
C	4711	72
C	3351	60
P	3401	124
P	6106	65
P	7738	63
C	6045	123
C	6472	61
C	6371	45
P	3297	166
P	1085	86
P	6030	59
P	7620	57
P	1042	58
C	47	158
C	4412	49
C	5637	46
C	4562	54
C	6609	109854411
P	7558	164
P	9729	110206978
C	9846	116
P	2467	159
P	627	122
C	2554	139
C	3658	171
P	1757	136
P	4037	157
C	6048	140
C	584	146
C	9141	46
P	9588	183
C	1828	164
C	6015	69
C	3393	56
P	2959	103
P	3418	64
P	1130	75
P	8496	59
C	3533	120
C	7911	66
C	2380	74
P	7234	290
C	8436	141
C	2998	71
P	8690	370
P	2429	74
C	5394	129
C	2843	50
C	1811	46
P	2547	308
P	3528	108
P	4122	57
P	6883	46
P	5123	110192013
C	7024	111519957
P	8358	99
P	546	223
C	8533	77
C	4405	145
C	7030	181877596
P	8389	111642090
C	6342	111665912
C	5448	284
C	633	50
C	1467	47
C	118	46
C	3855	45
P	9748	111688609
P	1552	95
P	4118	51
P	7230	50
P	5978	50
C	2954	205
C	9723	51
P	9801	111778838
P	2320	259
P	5496	118
C	4894	111782471
C	4943	290
C	5960	89
C	4757	54
P	1993	115
P	805	50
P	2777	44
P	7732	45
C	6845	111814372
C	3419	128
C	5233	112
P	7813	171
P	4571	111806911
P	2225	104
C	2788	1603
C	8837	130
P	5220	157
P	8928	72
C	3912	111744897
C	4650	132
C	9453	44
C	4075	213
P	517	134
P	7021	82
P	4864	45
P	43	53
P	1034	60
P	7353	182501647
C	3864	228
C	8691	76
C	855	57
P	128	106
P	8236	70
P	7345	52
C	6290	117
C	9023	75
C	719	51
C	597	55
P	3327	89
P	7441	61
P	5270	53
C	3061	111843633
C	7382	99
C	1587	167
P	9655	124
P	2202	51
P	3410	47
C	4940	111884207
C	9998	170
P	554	219
P	2503	79
P	8929	61
P	5887	59
C	6069	111705925
C	3776	187
C	3779	69
C	9855	72
P	7982	116
P	9046	58
C	3408	206
C	5841	90
C	2325	54
C	2970	53
P	6587	111881588
P	8349	111854511
P	243	179
P	1695	72
C	6309	111825009
C	3539	111837119
C	8617	99
C	2013	111
P	9903	170
P	3081	65
C	8937	803
P	5443	254
P	4346	115
C	1921	255
C	7185	62
P	1574	230
P	4437	122
C	3372	142
C	7325	136
C	1571	122
P	5528	48
P	851	134
P	3510	64
P	6108	232
P	3159	62
C	5576	226
C	9765	65
P	2686	149
P	1246	59
P	2735	56
P	8611	186998761
C	6620	261
C	6579	94
C	4441	60
P	6021	273
P	5087	72
P	1342	52
P	3678	51
P	715	53
C	1180	143
C	5455	104
C	4682	63
C	6422	116295891
C	373	139
C	2	77
P	9726	202
P	936	113
P	5127	159
P	379	66
P	9700	64
C	8552	116277829
C	8	192
P	9064	116283478
P	7364	98
P	3127	179
C	903	83
C	9260	107
C	5779	164
C	5955	60
C	5353	65
P	14	97
P	8067	90
P	9500	49
C	6754	141
C	5658	48
C	2627	46
P	5161	153
P	370	82
P	6843	53
P	2497	57
C	8347	116233544
C	2304	116353267
C	2292	200
C	9405	187055355
P	8618	116341248
C	5740	142
C	897	72
C	3666	55
P	8846	186881416
P	243	132
C	2906	116214307
P	5559	116177416
P	1872	66
P	8280	116188097
C	3799	116229596
C	3326	116
P	1921	120
P	6777	60
C	7172	186475913
C	3932	248
C	2349	211
C	6575	116429048
P	6149	171
C	373	142
P	2430	116479227
P	1439	127
P	4057	116479934
C	7799	82
C	4373	176
C	2132	54
C	1105	49
C	5075	302
C	1416	136
C	3498	215
P	5210	116443359
P	6223	158
C	7217	118600364
P	2064	225
P	189	125
P	6344	118614844
P	7007	188934020
C	1404	258
P	2869	139
P	9662	118718001
C	9580	134
P	2888	92
C	936	168
C	5954	125
C	9999	118591392
P	5978	261
P	1595	141
P	5037	55
C	8794	182
P	3583	137
C	1777	128
C	7888	153
C	740	62
P	7071	163
P	7781	188
P	5043	60
C	546	140
C	187	76
C	9139	68
P	9744	141
P	693	50
P	4825	48
P	2657	44
C	8618	122675436
C	2538	135
C	6185	49
C	3560	44
C	4459	43
P	9744	178
P	939	73
P	195	62
P	1081	61
P	1931	63
C	5516	169
C	6275	51
P	3904	114
P	9393	46
P	844	122775934
C	2389	163
C	6598	68
P	6343	173
P	2459	67
P	9705	55
P	332	54
C	9138	148
C	3559	70
C	2583	61
P	4573	200
P	5258	69
P	5720	64
C	1601	78
C	4791	48
C	2345	59
C	5513	50
P	9003	68
C	4373	130
C	9665	54
P	3036	152
P	3204	77
P	8921	54
P	3617	51
C	6588	102
C	3994	62
C	5594	44
C	1163	44
P	4293	136
P	9686	73
C	2338	181
C	718	51
C	3186	45
C	7321	46
C	7853	123088955
P	3899	117
P	3815	162
C	6239	215
C	6893	154
C	1426	66
C	2622	106
P	3642	123226654
P	1798	103
P	1117	44
P	7003	120
C	2209	650
C	2056	57
C	3173	45
P	7011	123227124
P	4468	182
P	3163	48
C	3553	100
C	1948	51
C	4497	45
C	6586	48
P	3228	125511359
P	6594	152
P	1792	587
P	5334	139
P	497	51
P	577	163
P	1971	110
C	9060	208
C	3608	122
P	6277	125629509
P	6390	195838702
C	4571	71
P	454	163
C	654	112
C	1940	117
P	5213	195828238
P	4106	135
C	9915	164
C	714	50
C	6742	43
P	8512	200
P	187	70
P	5440	62
C	2406	133
C	2677	51
C	3326	46
C	7378	45
C	321	47
P	9474	155
P	2703	66
P	1938	51
P	2818	60
P	2295	55
C	7221	108
P	2134	150
C	8524	125606248
C	6530	156
C	2783	92
P	2038	194
P	4475	79
P	4026	56
P	9557	125637231
P	6580	119
C	6189	125679080
C	4254	192
C	4984	110
C	8525	125
P	6668	162
P	4054	48
P	1743	44
C	9457	244
C	4920	45
C	2395	54
C	1235	44
P	7149	78
P	5653	57
P	624	61
P	7395	196127039
P	7949	133
P	4439	53
C	6985	163
C	7177	47
C	1884	45
C	8942	124001032
C	5216	165
P	576	148
P	1559	72
P	8411	58
P	9958	119995529
C	232	134
C	1770	44
C	8790	46
C	5300	46
P	4366	183
P	6468	70
P	4445	68
C	8710	166
P	5237	136
P	537	74
C	4045	183
C	1296	47
P	1724	119
P	3105	71
P	5280	46
C	9159	104
P	5685	196
C	8097	120092751
P	8592	62
C	2327	138
C	4376	171
C	4408	189
C	1281	213
P	5754	151
P	8164	128
P	1618	110
P	1662	63
P	1173	173
C	3204	120123690
C	3630	146
C	2513	48
C	6234	218
C	5150	50
P	1469	120132074
P	434	147
P	730	108
P	7390	48
P	4296	44
C	4848	126
C	6942	79
C	2718	60
P	8080	246
P	7423	71
C	2302	140
C	4919	66
C	4297	60
C	1158	69
C	9237	50
P	3035	136
P	6099	51
P	6412	53
P	9646	120277097
C	752	94
C	8876	55
C	9251	117524789
P	8939	188
P	8403	100
C	3262	111
C	1758	52
C	3577	52
C	5091	54
C	2022	53
P	1574	179
P	7262	110
P	476	57
P	3344	52
P	1094	54
C	1405	118
C	4816	65
P	7535	141
P	3765	67
C	8463	158
C	8739	117489655
C	2860	59
C	7127	193
P	6362	117588819
P	7798	139
C	5571	197056116
P	7498	117510337
C	889	127
P	1325	121
P	2729	45
P	3586	44
P	1585	45
P	3846	43
C	7473	256534516
C	8614	117622420
C	2291	82
P	9464	117608704
C	3423	169
C	4800	45
C	8572	45
P	4653	117620748
P	1818	99
P	8080	65
P	8183	71
P	159	53
C	2725	96
C	9394	79
P	8843	118
P	8698	85
C	5228	117654370
C	6400	131
C	2035	63
C	3093	65
C	6618	64
P	2776	177
P	6348	72
P	9373	66
C	5321	117666841
C	8543	139
C	4252	144
C	2003	188
P	6667	190362081
P	8980	120189609
P	1642	283
C	9587	120244807
C	2154	101
P	224	120287620
P	7417	180
P	1592	51
P	309	53
P	4027	51
C	4357	120229545
C	535	124057223
C	5756	213
C	4352	107
C	621	110
C	1929	59
P	6155	124132526
P	4065	89
P	6858	54
P	44	47
C	5404	307
C	7106	77
C	2371	81
C	2378	77
P	5201	247
P	1192	77
P	5032	64
C	3413	124293945
C	1037	162
C	6349	69
C	490	70
P	9971	124299308
P	9847	207
P	5080	229
C	8557	124275187
C	8217	150
C	6054	55
P	8437	158
C	3503	104
C	267	46
C	4730	53
P	3725	141
P	9022	94
P	2523	62
C	2229	88
C	8328	55
C	5005	54
P	7477	129
P	950	108
P	7322	67
C	3190	124460869
C	3508	109
C	2372	45
C	2645	53
C	2587	53
C	3934	52
P	3580	179
P	3954	86
P	2102	92
P	8224	60
C	1581	227
C	7461	83
C	1365	66
C	5803	65
P	3314	185
P	8068	89
C	2747	359
C	8235	100
P	6065	124529598
P	7074	182
C	6215	88
C	3844	70
C	1080	62
C	4143	55
P	3435	169
P	8750	67
P	4290	69
C	5584	162
C	7056	78
P	2524	124612200
P	1423	166
P	4902	196
P	6433	144
C	5118	124746227
C	3875	255435767
C	5883	124746775
C	789	196
C	1442	99
C	505	209
P	7743	146
P	9502	104
P	1746	152
C	6328	253443342
C	3906	156
P	3014	114
P	1702	124789221
C	9003	134
P	8255	146
P	712	124795297
C	6928	195
C	9226	73
P	9275	120
P	3354	116
P	7792	95
C	8270	124775201
P	342	65
C	2750	160
C	7978	61
P	8712	124929503
P	7457	187385897
P	765	172
P	340	110
P	6950	65
C	5126	124900349
C	3759	127
C	7792	115
C	2083	105
C	1659	66
C	1437	124951950
C	4254	165
C	2453	70
P	9209	170
C	3023	71
P	9701	124918597
P	43	153
C	5187	123
C	108	91
C	5763	61
C	138	62
C	346	68
C	609	147
C	4071	58
P	7220	123
P	4356	124919622
P	3459	137
P	5717	64
C	3297	60
P	7463	69
P	2677	142
C	8093	200
C	6103	76
C	6561	187112906
P	3079	188
P	1574	163
P	4414	85
P	2437	96
C	4895	136
P	5065	80
C	251	275
P	2407	123
C	6452	57
C	5729	154
P	6852	124960131
C	1063	124929897
C	5820	225
C	2700	131
C	7668	152
P	7796	123
C	7395	84
P	3859	174
P	8166	70
P	9009	187047964
P	5942	138
C	3540	124938286
C	8410	151
C	9106	125009755
P	8320	169
P	4285	51
C	2451	156
C	4524	80
C	4248	88
P	3380	125026540
P	2739	130
P	8419	68
C	1313	103
C	5582	70
C	7605	44
P	3902	125079631
P	2241	166
P	3140	55
C	4688	248
C	5834	106
P	5490	215
P	2793	69
C	8718	209
C	4531	77
P	7413	187334639
P	4840	98
P	927	46
C	8623	125194970
P	34	122
P	8457	69
P	2184	64
P	654	55
P	1000	46
P	7082	121752604
C	7536	154
C	2395	100
C	6875	64
C	124	60
C	1696	44
P	8988	145
P	2761	55
C	9741	243
P	9164	145
C	7746	161
C	1361	106
C	7895	51
P	1422	109
P	7013	62
P	3469	45
P	6499	121784839
C	9913	16935
P	4022	9184
C	2387	6622
P	6395	4184
P	3263	6897
C	6702	24548
C	4003	91
P	2602	26241
P	1704	138
P	3105	43
P	9837	164
C	8281	166
C	9729	50
C	508	42
P	3832	115
P	8426	66
C	3078	121993843
C	7031	112
C	5320	113
P	3312	113
P	340	81
P	887	42
P	2961	55
P	4595	43
P	3960	122093601
P	7406	121
C	6624	178
C	7037	113
C	1888	43
C	2541	42
C	3184	42
P	8220	120
C	6750	95
C	652	44
C	1265	43
C	9587	40
C	432	43
P	8877	118901625
P	2309	134
P	9189	53
P	7848	159
C	9208	171
C	301	61
C	8214	118966885
C	5766	197
P	4594	155
P	3984	66
P	5381	48
C	2163	82
C	6699	58
P	3122	183
P	4325	118780627
P	3885	133
P	3275	72
P	1832	100
P	8780	29437
P	1784	109
C	8664	118825964
C	3575	111
C	2566	46
C	3423	216
C	8906	118858375
C	8959	103
P	4251	171
P	5155	139
P	7330	56
P	9644	118863045
C	1024	232
C	5693	118940172
C	6419	188448173
C	980	117
C	3789	107
C	7082	726
P	941	137
P	6308	55
P	9416	41
P	7516	188348542
C	5735	118927404
P	3068	99
P	5960	104
P	1438	57
C	4718	107
C	7902	64
C	3966	46
P	3138	165
C	5790	188401577
P	8879	64
P	1998	54
P	8837	59
C	6085	116
C	9940	119008609
P	2514	118989888
C	7239	199
P	644	47
P	7856	123
P	8062	102
P	6627	60
P	880	46
P	8168	188425856
P	1570	153
C	7652	102
P	614	106
C	8105	212
C	7704	169
C	1185	76
C	4542	54
P	4064	79
P	6533	84
P	4285	45
P	4707	43
C	8631	135
C	141	48
C	4457	42
C	1256	40
C	2419	44
P	1867	110
P	2333	54
P	5975	43
P	4953	42
P	1786	41
C	9541	118965225
C	5077	130
C	1483	132
P	234	142
C	8966	188711174
C	1530	117
C	496	54
P	3153	28316
P	7668	79
P	2628	54
P	3584	131
C	8282	254
C	5389	83
C	2395	101
P	4074	119216575
P	928	294
P	4485	58
P	2679	44
P	6363	43
C	6255	122871721
C	5393	127
C	1153	49
C	4900	206
C	3625	59
P	6440	237
P	4834	75
P	735	53
C	6190	856
C	1536	69
C	421	107
C	577	43
P	8144	284
P	1026	99
P	4458	47
P	1209	46
C	9118	44
P	8866	192606214
C	3646	125949079
C	4768	120
C	8020	125914525
P	1553	87
C	594	212
P	8271	115
P	1104	54
P	3444	42
P	793	43
C	5300	276
C	9539	91
C	1038	44
P	5110	135
P	3296	111
P	378	43
P	645	41
P	1691	41
C	64	166
P	3181	125963460
C	9953	61
C	4099	100
P	2188	167
P	7846	69
P	4470	126105451
P	8024	113
P	4774	132
P	2457	61
C	5413	112
C	8774	73
C	3650	44
C	273	127
C	9310	126139520
P	9589	126159810
P	5302	195540933
P	2321	39572
P	2528	145
C	3454	112
C	2687	100
C	6542	43
C	4562	42
P	3955	133
P	2741	55
P	1169	43
P	2902	50
P	4061	50
P	4238	134
P	5988	47
C	9577	126207050
C	9760	126
C	2449	43
C	1842	152
P	4521	142
P	6523	51
P	2148	56
C	5003	126232121
C	1271	105
C	151	138
C	4768	49
C	3886	51
P	1800	176
P	30	120
P	812	61
C	2802	126177764
P	8301	126260327
P	7657	87
C	3511	143
C	4329	58
C	5128	49
P	7400	159
P	4859	68
P	2605	47
C	7426	68
C	8552	63
C	1027	46
C	773	44
C	338	57
C	2384	126297799
P	1032	160
P	6966	58
P	4057	55
P	6758	44
C	9234	120
C	262	59
C	7638	41
P	3497	100
P	8463	66
P	1518	57
P	2001	52
C	542	118
C	9410	47
C	2676	41
C	2987	41
C	1464	42
P	497	145
P	4401	53
P	4464	45
P	4962	45
P	4431	51
C	2415	92
C	8438	50
C	1734	46
P	7862	126540126
C	7981	126515571
C	4484	187
P	5313	141
P	2491	59
P	9457	48
C	4235	173
C	1105	52
C	2409	41
C	165	45
C	8968	41
P	2236	133
P	355	57
P	787	77
P	5567	61
P	9045	101
C	1355	185
C	4770	64
C	4269	48
C	9324	126555078
P	6027	126
C	2073	160
C	1903	102
C	8823	56
P	8611	126542718
P	5295	113
P	2648	46
P	6156	43
C	8847	111
C	5371	57
P	8726	126529851
P	8345	98
C	1117	126536021
C	4329	98
C	9406	95
P	3634	195298434
P	1499	125
C	4087	220
C	7749	62
P	3214	125
P	5594	76
P	6423	195190092
P	7859	236
P	4941	86
C	326	174
C	4540	48
C	2340	42
C	574	40
C	8675	126446834
C	9456	59
C	7750	102
P	8924	126547849
P	6808	103
P	9868	50
P	689	97
C	2803	84
C	8156	55
C	5706	49
P	3999	126
P	7800	66
P	1225	93
P	8192	55
C	6775	126597127
C	6010	195384520
C	9650	105
P	9974	126516546
C	2863	106
C	544	109
P	9449	195333404
P	3827	115
C	7500	216
P	3485	138
C	3205	163
C	1331	76
C	4389	51
C	7464	126555413
P	5244	150
P	5218	106
P	4140	48
C	507	129
C	7500	66
C	2575	57
P	1442	77
P	4544	48
P	3983	44
P	2633	52
C	3730	81
C	5193	59
P	3038	162
P	4388	63
P	927	45
P	3549	52
P	3762	45
C	7398	126724175
C	1444	99
C	1968	50
C	3940	54
C	3380	62
C	3021	64
C	1948	42
C	1038	49
P	5278	155
P	718	83
P	5645	58
P	8541	126789971
C	8747	92
C	2321	59
C	4319	43
P	9827	109
C	2786	99
C	9160	70
C	50	51
C	714	55
P	9803	195503445
P	15	169
P	5712	126895012
P	1035	94
C	2589	388
C	5980	66
C	3178	42
C	3580	42
P	5335	111
P	479	56
P	6128	42
P	307	43
P	4533	56
C	7928	197228174
C	7687	128844459
C	3318	127
C	29	49
C	325	120
P	6379	269
P	6944	51
C	8372	187
C	3546	63
C	923	45
P	8128	138
P	9555	56
P	762	42
C	4367	129186528
C	9870	197539870
P	9429	129174286
P	9084	129172642
C	3523	102
C	9973	196716445
C	351	37434
P	3533	133
P	6603	120
P	5686	42
C	6327	62
C	959	44
C	4638	43
C	5112	41
C	7988	129153845
P	4815	128259539
P	8077	156
P	811	121
P	2805	43
C	1648	714
C	5422	114
C	8669	51
P	312	454
P	6267	70
P	2383	65
C	271	183
C	1589	61
C	2922	54
C	8509	57
P	6456	117
P	4510	62
C	4649	176
C	3828	62
C	2104	42
P	3936	163
P	249	66
P	6435	50
P	4888	130326985
P	8922	167
P	836	54
P	2138	57
C	5170	309
C	1559	81
C	1587	43
C	5859	42
C	6386	42
P	9151	184
P	2147	66
P	4008	55
P	461	131002982
C	9708	232
P	2333	168
P	7763	62
P	5708	44
P	2619	42
P	541	43
C	6056	97
C	1703	47
C	8434	41
C	184	46
C	9877	131255097
P	1837	117
P	6474	57
P	5895	131376980
C	2114	120
C	2716	53
P	6200	63
P	6474	41
P	2777	42
P	1266	43
C	9593	131427079
C	2136	120
C	9986	55
C	2923	193
P	7283	202
P	1736	57
P	1056	42
P	1456	43
C	5029	219
P	2065	172
P	7453	59
C	7932	129648748
C	4955	115
C	5272	41
P	9233	147
P	6643	56
C	9876	125879843
C	5728	115
C	4997	45
C	359	147
P	5983	170
P	1846	48
P	5940	42
P	7231	125804452
P	4944	21812
C	7610	125816037
C	7700	120
C	2417	52
C	5348	232
P	1060	185
P	5373	64
P	5979	45
C	6778	143
C	4489	45
P	4346	125820668
P	320	66
P	8636	101
P	6446	246
P	2022	74
P	943	69
C	9107	202154082
C	5508	141
C	143	97
C	5143	234
P	7314	140
P	3302	157
C	1683	69
C	1779	163
C	7582	44
C	2201	43
C	3459	41
P	2641	123042726
P	8979	123666075
P	3703	218
P	6685	48
P	1630	48
C	1977	173
C	7844	65
C	3893	50
C	603	48
C	3510	47
P	7471	163
P	1341	58
P	1578	41
P	5941	44
C	4275	222
C	4716	58
C	6137	56
P	3622	112
P	2435	95
P	8878	43
C	235	206
C	3526	100
P	1759	42
P	2444	106
C	6648	43
C	9771	110
C	269	40
C	2760	123538522
P	6251	153
P	7805	59
P	1682	49
C	7768	134
C	1729	73
C	5907	123782909
P	8628	198512591
P	2866	163
P	6033	102
P	8363	40
C	2320	108
C	7786	82
C	3591	87
P	7278	97
P	4272	78
P	2967	47
C	6072	125
C	8798	60
C	9904	198476165
P	2909	196
P	6762	123401229
P	6940	123447532
C	9499	195
C	3774	55
C	565	42
C	447	41
C	4356	41
P	2102	156
P	3613	60
P	8461	198656521
P	357	50
C	1919	123443191
P	1195	106
P	4459	142
P	5871	59
C	8882	198674310
C	4678	141
C	2110	156
C	2993	57
C	8087	48
C	3499	47
P	2974	109
P	7320	45
P	430	46
P	5477	44
P	5584	198776977
P	7745	165
C	7249	123521415
C	1362	106
C	2224	57
C	9117	198865958
C	1853	52
P	1935	187
P	6770	46
P	8360	46
C	9209	117723370
C	627	249
P	9916	117733878
C	2185	127
C	8732	51
P	3819	156
P	9302	69
P	3945	55
C	7753	165
C	8130	116950767
C	1405	130
C	2118	72
C	5765	62
C	5917	40
P	6092	117064814
P	6261	115
P	932	51
P	1907	110
P	8198	47
C	5705	117119944
P	1993	177
P	5107	59
P	5168	56
C	2544	238
C	3998	82
C	8823	57
C	8932	199134968
P	8155	132
P	9357	62
C	143	198
C	5140	95
C	1660	110
C	500	52
C	6596	62
C	8589	135
P	9046	117111946
P	8742	128
P	4130	92
C	581	121
C	4345	1277
C	6916	51
P	9291	211
P	7316	46
C	4907	117172087
C	6940	136
C	6993	49
P	7028	128
P	834	43
P	2083	69
P	407	41
P	5407	100
C	1909	149
C	8598	117221749
C	9434	103
C	2840	103
C	593	130
P	7402	142
P	9411	44
C	6844	123
C	9618	48
P	7373	117230908
P	4068	119
P	2077	54
P	289	215
P	9101	60
C	7239	117341964
C	9489	117289286
C	2903	111
C	2055	52
C	1164	48
P	9302	118
C	1405	23037
C	2480	45
C	4733	42
C	3393	41
P	7551	117265133
P	7636	167
P	3922	44
C	8161	125
P	4885	201
P	6550	68
C	1735	117332682
C	7986	186
P	5345	117341450
P	1489	107
P	4922	48
P	4404	117259129
C	5417	135
C	3324	20878
C	4037	68
C	4645	117242856
P	6637	195
P	3686	47
C	4343	105
C	7708	47
P	5790	163
P	1334	49
P	5822	42
P	3996	42
C	4115	127
C	766	93
C	3860	46
C	9766	45
C	904	49
P	6327	56
P	1013	48
P	421	43
P	1318	41
P	2035	50
C	6309	194
C	3370	91
P	8041	175
P	4444	62
P	3642	116587551
C	4767	116571970
C	5942	116569034
P	2153	107
C	6420	130
C	9090	52
P	6565	200311310
P	4250	116600208
P	5761	163
P	566	116
C	4876	116567657
C	7356	182
P	7104	229
P	9712	155
P	2323	52
P	1727	30670
C	1592	402
C	9811	597
P	9280	118436626
C	8457	25286
P	20	131
P	7971	202364414
C	4328	122288848
C	4232	292
C	6882	56
P	4939	184
P	4561	71
P	7927	60
C	9747	275
C	2902	68
C	4696	47
P	8019	383
P	1379	67
C	8639	238
P	7937	129121758
C	9306	279092556
P	5141	368
C	844	233
P	8825	62310
P	5080	71
C	5994	447
C	8475	136
C	1895	68
C	1492	62
P	4676	130362089
P	7203	211
P	3977	166
P	2338	122
C	9902	332
C	5012	63
C	2416	42
P	8337	132767875
P	6136	216901376
P	2269	138
P	2906	48
P	5032	176
C	530	176
C	1247	60
C	1437	45
C	3637	47
C	3275	42
C	9248	132768704
P	6992	132954069
P	8945	155
C	4430	132914741
C	6104	217218577
C	8082	63
C	8058	98
P	8541	130
P	1745	76
P	7601	132954008
P	8787	130
C	9331	131
C	9184	132984007
C	8309	110
P	8392	132983103
P	7204	103
P	1470	48
P	7600	44
C	9054	95
C	7734	88
P	8850	118
C	9023	210
C	7733	67
P	6013	132966327
P	7729	191
P	8605	78
C	747	180
C	9099	96
C	3040	55
P	5103	175
P	247	46
P	7823	40
C	2279	325
C	7912	59
C	2773	42
C	3366	42
P	5156	156
P	1548	53
C	2743	97
C	4029	223
P	7824	45
P	1648	157
P	5178	198
P	1684	56
P	260	114
C	3402	210
C	6725	52
C	1743	47
C	3599	61
C	1311	45
P	717	89
P	667	64
P	4144	47
P	6693	49
P	5609	54
C	4376	178
C	3208	54
C	1332	54
C	9283	58
P	5953	187
P	3870	127
P	5756	51
P	2780	110
C	1474	287
P	1682	175
C	6315	132
C	7863	105
C	3676	57
P	4267	137
P	1291	62
C	2114	135907979
C	905	131
P	411	54
P	6001	146
C	285	108
C	7345	93
C	2019	43
C	4345	43
C	4898	42
P	4792	180
P	4857	71
P	1638	42
P	7697	136173654
P	5320	114
C	654	175
C	2059	90
C	4062	60
C	4787	112
P	5074	211
P	3707	94
P	6543	25872
P	1471	67
P	4054	176
C	8463	136239763
C	4976	125
C	5554	62
C	1773	136367283
P	5483	136364270
P	6467	168
C	8077	136329339
C	4727	125
P	9230	117
C	4001	36267
P	6875	127
C	1835	106
C	7058	56
C	7104	44
P	1643	136316548
P	5912	58
P	1487	54
P	6422	136315615
P	4398	96
C	7263	220511630
C	1784	130
P	978	44
P	9081	139
C	7500	136315776
P	9571	103
P	1371	47
C	6364	119
C	8864	49637
C	6663	136303561
P	2052	136263870
P	4861	220565747
P	4	131
P	1542	181
P	3679	201
P	572	47
P	222	136382680
C	2982	150
C	9400	136388269
C	2676	169
P	2077	108
P	2509	81
P	6426	42
C	3236	136384892
C	1766	195
C	5659	278179392
C	787	119
P	7155	108
P	6005	95
C	7841	220468276
P	8788	47
C	7723	138
C	2967	68
C	6144	52
P	9988	180
C	7322	115
C	286	77
C	2585	58
P	3657	139
P	4850	54
P	6954	43
C	3163	105
C	9183	84
P	1932	163
P	3244	74
P	6203	43
C	2502	211
C	799	83
C	851	43
C	2245	53
C	9392	60
P	7459	128
P	5744	65
C	2027	194
C	9210	68
P	4007	136382595
P	6029	136758078
C	773	233
C	9892	75
C	2602	41
P	8584	336785040
P	5583	181
P	5898	101
P	53	153
P	4217	58
C	3464	136544414
C	5293	161
C	4237	59
C	1733	47
P	3222	120
P	7390	70
P	500	42
C	6326	164
C	6679	141
C	3131	136469534
C	5782	53
C	6421	117
P	7129	164
P	7298	136
P	2403	43
P	5837	40
C	580	113
C	5789	106
C	8799	43
P	2758	153
P	4461	64
P	6586	52
C	4251	233
C	4958	67
P	7374	136493060
C	2140	136604524
P	7114	199
P	6473	106
P	2048	49
P	5446	118
C	2491	31550
C	8923	113
C	5310	765
C	1657	81
P	1328	322
P	9427	81
C	6945	220951992
C	5777	159
P	4397	140161968
P	9377	224633610
C	7253	140180893
C	7228	78
C	703	49
P	7535	140212935
P	6158	93
C	6053	140177328
C	3900	55
C	6650	46
P	5923	140188449
P	5445	83
P	6075	224650462
C	8419	134447074
C	9186	75
P	7920	134447046
P	8004	64
C	6731	134341684
C	2371	72
C	7061	47
P	6951	129465359
P	5610	83
P	5471	47
C	9413	129470509
C	2894	60
