Type	Size	Time
P	43	172
C	935	546
C	617	59
C	443	112717132
P	1000	212
C	750	426
C	534	97
P	735	602
P	456	63
P	61	56
P	3	50
P	77	52
P	294	114884208
C	295	119422564
C	469	206
P	144	368
P	717	72
P	660	50
C	539	119342602
C	893	200
C	351	119537511
P	864	119526995
P	790	212
C	472	103
C	628	101
C	328	172
C	144	74
C	703	53
P	114	459
P	365	99
P	606	119575607
P	108	205
P	474	120582115
P	345	99
P	274	48
C	164	274
C	154	70
C	510	52
C	1	46
P	779	721
P	644	82
C	333	93
C	928	88
P	713	135
P	547	75
P	234	51
C	708	82
C	404	74
C	661	64
P	414	277
C	999	120464590
C	546	226
C	361	460
P	954	121761416
P	360	159
P	386	224
C	66	190
C	649	106
C	253	72
P	573	237
C	24	167
C	594	79
C	58	50
C	94	56
P	934	121643881
P	582	206
C	475	59
C	424	121374254
C	254	149
C	163	83
C	60	62
C	986	49
P	569	184
P	334	82
P	247	52
P	277	51
P	110	51
C	299	144
C	678	81
C	225	58
P	51	84
P	138	80
P	867	76
C	63	122
C	501	86
C	141	53
C	90	59
P	565	93
P	219	75
C	913	240
P	397	145
P	769	73
P	786	121240847
C	17	182
C	747	98
C	159	121660015
C	604	156
P	746	225
P	867	94
P	147	75
C	419	221
C	477	71
C	817	52
C	81	54
C	101	200
P	761	147
P	497	87
P	364	99
P	311	90
C	950	141
C	230	73
C	292	58
P	425	269
P	282	90
P	635	61
P	66	67
C	874	199
C	840	84
P	580	226
P	858	92
C	488	118942816
C	84	151
C	856	234726512
C	462	204
C	94	94
C	346	53
P	937	118962439
P	721	127
P	680	93
P	34	69
P	274	218
C	350	180
C	354	88
C	282	84
C	296	109
P	584	118741430
C	75	109
P	202	185
C	591	118717154
P	43	504
P	795	120780183
C	996	252
C	636	108
P	252	243
P	550	105
P	64	63
P	936	68
P	193	120795469
C	156	209
C	587	104
C	632	50
P	378	143
P	635	61
C	965	184
C	562	75
C	41	67
P	96	172
P	189	73
P	410	56
P	718	84
C	348	120988448
C	183	265
C	41	110
C	609	120986570
P	451	92
P	499	60
P	782	50
C	819	261
C	57	88
C	585	61
C	146	47
C	374	56
P	810	175
P	757	65
C	885	164
C	508	81
P	836	181424794
C	142	120928340
C	637	85
C	458	175
P	986	120959490
P	810	287597706
P	744	179832833
C	902	106
P	364	121
C	187	158
C	809	148
C	713	98
P	316	137
P	65	60
P	692	67
P	828	51
C	383	284
C	878	54
C	627	121009966
P	633	121015183
C	807	99
C	192	150
C	397	66
P	589	148
P	809	167
C	21	140
C	468	119
P	384	121014740
P	902	200
P	121	56
C	620	121028291
P	835	87
P	514	147
C	553	121034719
C	798	219
C	75	194
C	1	170
C	76	152
C	58	144
C	216	51
P	467	77
C	963	189
P	737	205
P	744	139
C	878	146
P	931	70
C	608	162
C	10	70
C	849	53
P	125	120957885
P	129	115
P	347	158
C	153	127
C	893	45
P	962	120085560
P	469	185
P	835	126
C	733	121171984
C	796	120192880
C	123	124
P	240	102
P	570	58
P	479	51
C	42	125
C	385	67
C	816	59
P	235	119
P	226	51
P	854	50
C	190	120156057
C	738	200
C	117	120135471
P	261	99
P	451	53
P	453	53
P	217	54
C	489	120161618
C	993	240
C	17	126
C	169	64
P	961	113
C	228	120929255
C	174	269
P	866	263
P	484	167
C	208	120874755
C	686	110
C	495	120904229
P	977	112
C	711	189
P	144	150
P	37	125
P	896	80
C	606	205
C	256	167
C	401	90
C	431	152
P	907	121041462
P	229	171
P	341	172267300
P	414	135
C	821	167
C	660	171
C	503	64
P	539	121057191
C	630	125
C	372	68
P	749	72
C	731	63
P	256	199
P	427	81
P	91	109
P	460	63
P	447	231871317
C	22	193
C	392	96
C	484	52
P	376	118
C	549	106
P	203	119084046
P	100	218
P	250	146
C	921	136
P	670	119076891
P	172	139
P	690	51
P	546	142
C	403	139
C	840	83
C	592	119051398
P	854	192
P	448	128
P	403	51
C	346	116664577
C	190	200
C	877	149
P	523	851
P	274	68
P	84	50
P	965	56
C	414	330
C	646	135
C	208	67
C	208	64
C	70	51
C	716	122921097
C	384	221
C	158	95
P	595	189
P	665	123115858
P	255	119266983
P	507	280
P	608	135
C	797	119336960
C	412	317
C	572	161
C	221	119312790
P	106	256
C	151	100
C	516	84
P	417	128
P	132	84
P	884	119892557
C	995	119980347
C	587	175936322
P	776	105
P	148	146
P	41	61
P	968	175825381
P	302	158
C	754	119890068
C	364	133
C	842	119876879
P	399	643
C	209	151
P	145	105
P	127	138
P	493	119934142
P	818	102
P	571	159
C	963	119864166
C	477	117828338
C	647	117740105
P	929	172309942
C	599	158
C	622	79
C	243	64
P	368	163
P	552	112
P	545	68
P	568	117717319
P	816	155
C	286	176
C	519	106
C	641	93
C	591	117760725
C	702	138
C	468	67
C	91	51
P	639	171
P	524	78
P	690	63
P	792	117770141
C	655	162
C	284	168
P	704	159
P	31	126
P	392	47
C	971	117782536
P	991	173
P	378	76
P	371	63
C	929	117834702
C	442	2133
C	78	518
C	501	603
C	674	1052
P	837	346
P	73	76
P	570	57
C	466	316
C	377	102
C	273	50
C	331	52
P	802	240
P	100	118
C	810	144
P	519	107
P	588	89
P	82	52
C	113	89
C	44	85
C	417	217
C	806	50
P	278	128
P	163	80
P	320	67
P	956	45
C	992	269
C	59	131
C	255	84
C	680	104
C	125	62
P	779	212
C	984	152
P	840	121938937
P	725	496
P	788	180
C	292	150
C	657	77
C	351	55
C	531	122002364
P	36	198
P	703	70
P	302	65
P	481	105
P	643	57
C	148	143
C	523	73
C	131	67
P	778	151
P	162	99
C	795	166
C	943	121934408
C	617	125
C	389	58
C	580	407
P	910	183
P	209	132
P	625	59
C	244	133
C	764	92
P	472	145
P	808	80
P	679	122044968
P	158	229
P	210	155
C	131	122
C	765	131
C	304	52
P	569	99
C	829	122082754
P	114	173
P	10	123
P	880	122182243
P	223	142
C	574	208
P	367	90
C	794	205
C	909	278612333
P	17	184
P	674	65
P	317	53
P	3	50
P	48	58
C	53	228
P	524	273
P	840	88
C	392	179
C	738	95
C	253	58
C	599	177091588
P	23	1689
P	118	142
P	82	53
P	894	124457898
C	860	124469309
P	782	124228237
P	416	81
C	922	208
C	986	127
P	93	266
P	914	93
P	115	71
P	302	72
P	612	124253461
C	349	331
C	294	98
C	332	64
C	37	60
C	47	56
P	461	296
P	471	61
C	162	162
C	794	72
C	49	65
C	370	60
C	301	122729178
P	479	207
P	561	125
C	992	204
C	167	125
P	786	122786976
P	830	46
P	277	138
P	634	130
C	417	105
C	956	120122242
C	313	128
C	516	171
C	219	211
C	322	117
C	887	120200442
C	23	150
C	154	63
P	580	120104350
P	676	164
P	490	237
P	333	162
C	848	140
C	685	66
P	926	120079475
P	660	173
P	719	120197539
P	241	152
P	451	115
C	301	152
C	801	76
C	391	120201759
C	207	84
C	694	121
P	760	119336550
C	596	442
C	5	91
P	125	170
P	183	128
P	239	63
P	374	78
P	693	115317707
C	355	115309797
P	132	130
P	267	51
P	366	46
C	964	182243343
C	300	115232504
C	481	265
P	629	221
P	923	91
C	108	139
C	634	58
C	204	53
C	375	46
C	94	46
P	686	210
P	284	69
C	370	115235724
C	369	115
C	805	70
P	556	194
P	308	90
P	21	64
C	979	164
C	167	67
C	29	56
P	246	121
P	694	83
P	252	63
P	771	115303167
P	488	107
P	105	45
C	760	201
C	831	114203376
C	526	54
P	23	46
P	750	114189747
P	14	134
C	312	156
P	446	114200806
P	922	180
C	533	114182078
C	218	162
C	787	180586941
C	85	114239618
C	238	127
C	575	67
P	670	109
P	585	79
C	907	51
P	680	114179975
C	525	246811550
P	499	500
P	475	163
P	903	85
C	315	167
C	858	198
C	585	140
P	997	115549238
P	853	115547611
P	499	136
C	526	115547268
C	982	117
C	179	64
C	634	49
C	1	115490618
C	848	178
P	931	173
P	928	190
P	348	51
P	139	52
C	386	278
C	932	108
C	103	58
C	32	64
P	51	244
P	696	92
P	634	58
P	366	80
C	664	115552055
P	245	115484717
C	350	175
P	571	127
C	936	182342174
C	243	156
C	397	136
C	501	201
P	53	232
P	596	68
P	724	227
C	740	135
C	736	49
C	110	60
C	42	54
P	849	115443817
P	392	183
P	590	175
P	727	82
P	379	65
C	475	151
C	101	75
C	218	68
C	980	68
P	417	125
P	620	87
P	860	61
C	632	105
C	819	57
C	570	115425165
P	644	139
C	310	222
C	722	67
C	671	55
P	818	141
P	395	60
P	425	50
C	500	98
C	76	63
P	677	115908956
P	822	99
C	257	54
C	990	77
P	289	241
P	276	80
P	365	115995748
P	481	180
C	131	173
P	238	179
P	228	136
P	280	64
C	191	126
C	498	141
C	401	50
C	570	53
P	284	173
P	633	82
P	277	66
P	18	60
P	59	60
C	147	165
C	689	92
C	784	62
P	285	183
P	51	72
P	25	63
P	217	78
P	647	132
C	566	115986087
C	789	116333183
C	569	138
P	579	116298187
P	208	148
P	39	66
P	183	147
C	671	212
C	666	79
P	480	121
P	239	81
C	636	116
C	266	135
P	933	183636415
P	100	176
C	288	90
P	716	86
P	550	133
P	690	130
C	513	138
C	41	138
C	49	127
C	533	51
C	19	50
C	424	51
C	347	48
P	583	158
P	129	74
C	493	159
C	420	69
C	937	60
P	191	64
P	451	57
P	795	52
P	844	111607452
P	30	192
P	199	54
C	513	240
C	553	75
C	507	55
P	56	178
P	658	79
P	637	66
P	277	133
P	380	107
C	351	168
C	264	142
C	897	108885605
P	223	354
P	842	178
P	58	1311
C	570	132
C	185	144
C	573	51
C	36	64
C	376	314
P	237	185
P	71	164
P	149	106
P	489	153
P	945	112690177
P	105	156
C	876	189
C	371	82
C	419	112632311
C	216	110
P	406	256
P	343	69
P	844	125
C	132	169
C	82	81
C	103	98
C	753	55
C	391	112651285
C	563	375
C	675	160
P	485	152
P	786	135
P	13	54
C	36	73
C	197	52
C	536	53
P	889	110241364
P	994	112126026
P	530	188129637
C	911	102423683
C	796	188133138
C	824	137
P	43	691
P	830	6230
P	144	94
P	63	58
P	675	99341639
P	63	241
P	610	75
C	675	100897639
C	70	244
P	619	100859857
C	286	100820340
C	724	62
C	496	203
P	761	203
C	859	100764835
C	7	181
P	682	579
P	444	86
P	209	70
C	369	124
C	862	71
P	98	565
P	995	133
P	523	63
P	242	134
C	815	292
C	493	122
P	504	97
P	654	230
C	213	47
C	870	135
C	372	81
C	261	119
P	353	112
P	162	102531119
P	575	191892808
P	677	102492472
C	796	207
C	76	66
C	526	57
C	399	45
C	357	215
P	513	185
P	170	110
P	246	52
P	432	47
P	187	46
C	829	102618171
C	940	187
P	486	102600497
P	897	106174378
P	426	380
P	16	155
P	981	145
P	663	83
C	853	236
C	243	126
C	915	58
C	556	48
P	929	195
P	677	83
P	21	72
C	29	149
C	328	59
C	170	46
C	333	98681135
C	736	170
C	254	64
C	904	170
C	280	88
C	880	106
P	904	284
P	522	252
P	752	56
P	83	173
P	702	141
P	30	67
C	957	146
P	676	61
C	3	121
C	655	149
P	983	98847737
C	718	96436019
P	419	147
P	903	85
C	569	117
C	186	58
C	571	49
P	195	178
P	592	49
P	53	54
P	20	46
P	372	45
C	218	149
C	458	300045390
P	726	96438089
C	962	109
C	423	183
P	526	206
P	515	144
P	161	60
C	580	262
P	935	62
C	659	129
C	841	324753758
P	577	273
P	43	52
P	295	55
C	316	163
C	881	97745822
P	695	97719228
P	189	211
P	473	104
C	315	133
C	214	142
P	671	179
C	636	217
C	534	93
P	672	201
P	11	160
C	5	144
C	282	124
C	784	70
P	715	198410351
P	784	146
P	359	49
P	522	51
C	225	231
C	827	67
C	756	64
P	438	94
P	82	56
P	642	54
P	45	52
P	579	47
C	119	182
C	681	99
C	582	51
P	621	195
P	506	79
P	234	55
C	593	97822351
C	805	275
P	877	180
P	5	79
P	465	58
C	359	184
C	693	66
P	362	194
P	895	95
C	989	97889044
C	482	163
C	6	63
C	698	53
P	280	176
C	813	98000209
P	934	64
P	749	169
C	201	198809292
C	257	760
C	600	79
C	393	283
C	36	97
P	128	330
P	518	90
P	438	61
P	168	111
P	477	51
C	166	192
C	289	115
C	390	73
C	765	71
P	613	103773004
P	192	306
P	354	55
C	755	303
C	667	90
P	91	191
P	656	79
P	771	64
P	198	55
P	67	52
C	520	152
C	423	92
C	807	64
P	219	110
P	705	74
P	119	81
C	932	90
C	161	75
P	823	117
P	331	77
P	124	103722165
P	803	196
C	697	104202177
C	246	123
C	732	48
P	481	214
P	893	69
P	267	64
C	210	186
C	254	90
C	93	54
C	737	111
C	432	54
P	993	149
P	727	62
C	529	240
C	470	87
C	163	67
C	439	56
P	579	99
P	947	56
C	448	120
C	611	52
C	423	203226332
P	761	168
P	525	104446121
C	496	104425386
C	856	120
P	122	104384113
P	588	104363599
P	961	257555920
C	798	203893043
C	134	256
C	392	46
C	720	46
P	71	104906155
P	73	127
P	937	117
C	460	227
C	726	142
C	752	113
P	636	164
P	236	219
P	428	104961278
P	28	135
P	170	74
P	222	65
P	795	222
C	435	162
C	616	117
C	492	73
P	707	104987500
P	270	202
P	203	80
C	132	104954529
P	371	203728760
C	432	136
C	467	122
C	354	80
C	489	64
C	571	756
P	728	225
P	974	126
C	975	112
C	147	52
P	826	203
P	866	203693961
P	380	130
C	713	119
C	934	108723985
P	971	177
P	136	71
C	404	237
C	425	93
C	126	62
C	18	63
P	155	127
P	887	50
C	9	135
C	249	66
C	991	62
C	172	57
P	440	108774776
P	167	271
P	880	134
P	92	68
C	291	87
C	500	701
C	673	66
C	23	51
P	631	307
P	115	69
P	464	52
P	585	48
P	59	51
C	173	227
C	837	111790339
P	988	111817030
C	485	185
C	604	91
C	691	70
P	573	248
P	847	89
P	288	55
C	452	170
C	832	65
C	435	52
P	330	174
P	531	59
P	911	112351697
P	742	219
C	684	156
C	876	112288314
C	792	112345754
C	181	111
C	75	135
P	302	152
P	390	147
P	132	159
P	362	73
P	91	56
C	84	61
P	211	154
C	997	261
P	46	186
P	773	56
P	119	52
C	316	121
P	774	206
P	559	70
P	76	54
C	668	112343973
C	519	156
C	938	66
C	53	69
P	843	206976999
C	890	107861338
C	485	107852295
P	36	102
P	231	67
P	631	210
P	673	47
P	418	146
P	835	152
C	446	114
C	374	54
C	467	51
C	748	206959827
C	1	129
P	487	338
C	906	109371372
C	684	257
P	601	109400631
P	389	110
P	70	163
P	855	183
P	160	78
P	101	47
P	340	254
C	385	283
C	380	87
C	765	108242723
C	659	134
P	625	108243266
P	957	118
P	399	108247420
C	490	201
C	390	60
C	773	50
P	442	172
P	327	114
P	197	68
P	989	58
C	712	188
C	410	75
C	725	63
C	117	59
P	960	108346889
P	643	189
P	101	56
P	335	59
C	86	108352601
C	608	133
C	408	181
P	103	143
C	778	104197387
C	246	193
C	822	61
P	804	101826524
P	223	139
P	469	119
C	613	84
C	119	89
C	435	53
P	733	101663153
P	985	262687569
P	104	101651448
P	557	168
P	376	147
P	295	51
C	733	147
C	843	70
C	386	63
C	608	101685743
P	772	101785840
P	350	132
P	69	63
P	864	61
C	766	151
C	908	127
P	985	308402129
P	670	143
C	82	87
C	590	55
C	48	47
C	195	47
C	476	145
P	318	160
P	452	143
P	456	64
P	433	59
P	58	54
C	550	101792385
C	183	140
C	207	87
C	466	127
C	977	137
C	510	64
C	108	69
P	42	80
P	611	207919706
P	961	191
P	74	75
P	238	70
C	947	101837312
C	102	133
C	706	101828310
P	547	105
P	360	155
P	492	83
P	993	208013590
C	374	561
C	226	153
C	276	59
C	509	60
P	502	185
P	211	95
P	382	190
C	320	103210260
C	29	149
C	364	103212593
C	412	124
C	31	143
C	491	103194272
P	505	103147322
P	846	152
P	598	145
C	199	107
C	354	53
C	429	53
C	277	103145517
C	66	134
C	57	103261874
C	943	103167659
P	403	103223653
P	448	103147478
P	121	150
P	708	181
C	972	103226960
P	354	103153538
C	227	173
C	608	156
C	358	110
C	141	70
P	984	191
P	546	103218105
P	883	209347114
C	167	166
P	27	171
P	63	103222657
C	192	170
C	71	187
C	467	141
C	607	72
C	26	65
P	268	103207634
P	672	213
P	628	209284591
C	344	143
C	579	66
C	41	51
P	445	196
P	708	51
C	950	103167928
P	683	71
C	126	176
C	553	106
C	792	103222641
C	339	103225384
P	837	103171427
C	855	104
P	747	103171487
C	322	99124333
C	943	162
P	681	160
P	673	307
C	18	157
P	131	97759491
P	613	169
C	868	97708786
C	456	167
P	32	148
P	340	110
P	615	52
P	750	97702213
C	214	97775347
C	611	234
C	659	100
P	718	209572951
P	870	97797399
C	863	75
C	360	82
P	94	204
P	337	118
P	30	156
C	338	147
C	55	78
C	180	68
C	158	68
C	260	58
P	309	209567539
P	751	97891782
C	999	99
P	777	209740423
P	695	219
C	222	97900720
C	942	97919608
C	148	117
C	65	60
P	73	259
C	119	127
C	444	126
P	214	151
P	166	72
P	551	63
C	332	145
C	50	77
C	29	51
C	81	58
C	153	55
P	883	97952846
P	184	232
P	919	62
C	709	98054878
C	843	123
P	454	98060512
P	180	173
P	250	66
C	543	98054874
P	215	98057307
C	215	204
P	881	171
C	587	137
P	350	138
P	449	182
P	67	65
P	361	51
C	861	213
C	417	122
C	976	208301821
C	68	143
P	608	633
P	57	139
C	277	273
C	629	141
C	678	47
P	806	104172219
P	954	155
P	758	114
P	444	221
P	141	115
P	36	210
C	503	104196743
C	140	142
C	658	165
C	697	49
P	953	269
P	771	65
C	262	102779840
C	2	175
C	336	51
C	389	50
C	339	50
C	608	204
P	527	264
P	145	89
C	417	143
C	782	76
P	576	102047485
P	677	134
P	247	82
P	59	65
P	641	65
C	431	146
C	428	60
C	84	51
C	849	55
P	715	160
P	612	92
P	496	102147958
P	466	177
C	546	102120711
C	375	143
C	91	234
C	893	149
C	864	64
C	912	151
P	915	241
P	838	116
P	571	68
P	583	102047484
P	517	209116012
P	417	76
C	649	209150079
C	112	156
C	465	150
C	362	82
C	697	52
P	78	149
P	757	117
P	561	63
P	66	137
C	279	165
C	298	67
C	407	81
C	20	98
C	774	61
P	427	124
P	987	61
C	303	189
C	660	68
P	309	102126702
P	839	191
C	302	78
C	436	145
P	45	158
P	80	74
C	547	102203726
P	320	92
P	209	90
P	777	47
C	752	187
C	288	102232455
C	896	132
P	449	140
P	375	46
P	313	46
P	602	46
P	217	102278980
P	843	154
P	112	59
C	473	265
C	400	164
C	852	67
P	815	208
P	474	125
C	314	102308311
C	289	143
C	796	68
C	880	121
P	322	172
P	639	51
P	302	46
C	457	168
P	840	155
P	692	68
C	631	102387136
P	48	87
C	673	129
C	298	154
P	762	171
P	656	101
P	19	53
C	559	102344122
P	797	104
C	754	230
C	31	107
C	704	55
C	645	102437056
C	790	129
P	283	130
P	107	110
P	642	47
P	51	45
P	254	47
C	960	113
P	397	149
P	522	102479141
P	806	127
C	817	102509709
C	200	140
C	41	149
C	86	68
C	68	61
C	737	61
P	283	99
P	78	119
C	587	157
C	476	150
P	772	78
P	633	134
P	723	60
P	251	110
P	227	104
P	27	105
P	319	164
C	469	204
C	61	109
C	32	73
C	330	55
C	28	84
P	302	156
P	81	186
P	909	149
C	532	154
C	678	54
P	738	150
P	349	53
C	571	190
C	505	99039475
C	933	120
C	134	142
P	171	119
P	90	96
P	515	46
C	649	187
C	175	50
C	648	44
P	223	180
P	673	55
P	26	50
P	26	49
P	865	49
P	762	99096746
C	709	171
C	876	209235142
C	106	77
P	251	147
P	487	56
P	373	53
P	6	54
C	233	180
C	145	51
C	30	45
C	491	50
P	204	150
P	773	81
P	73	77
C	25	156
C	918	50
C	290	51
C	193	50
P	828	100
P	189	49
P	192	51
C	671	190
C	295	46
P	123	211
P	52	96
P	926	89
C	152	108
C	144	158
P	38	135
P	520	124
C	824	43
C	463	145
C	153	46
P	376	164
P	200	65
P	680	57
P	149	70
C	491	117
C	216	51
C	653	48
P	836	98
P	495	48
C	945	188
C	238	45
P	46	72
P	314	57
P	403	46
P	3	46
P	703	46
C	189	133
C	456	110
P	619	221
P	508	84
C	555	196
C	693	51
P	508	101
P	596	82
P	161	58
P	44	52
P	75	65
C	870	97174529
C	607	110
C	819	50
P	872	58
P	173	53
P	570	46
C	770	97255222
C	282	50
C	792	207870737
C	157	185
P	226	97244525
P	301	107
P	159	189
P	96	59
P	276	95
P	86	109
P	768	97309196
C	367	93330272
C	793	142
C	392	59
C	270	54
C	332	204
P	404	92817470
P	887	93058305
P	426	163
P	432	152
P	232	207638026
P	528	126
C	488	217
C	159	97
C	381	72
P	918	443
P	417	64
C	482	174
C	905	79
C	116	65
C	186	56
C	980	92796476
C	21	93812815
P	26	122
P	715	139
P	23	45
P	739	44
C	785	133
C	256	102
C	605	46
C	263	46
C	291	47
P	967	187
C	903	163
P	744	208564979
P	406	171
C	331	113
C	832	136
C	177	93706286
C	514	147
P	548	190
P	730	146
C	10	119
C	889	145
P	693	129
P	740	129
P	237	68
P	358	180
P	402	152
P	269	70
C	861	120
P	503	93568347
P	369	116
C	692	71
C	395	47
C	748	106
C	262	55
P	970	152
C	717	93554529
C	330	140
P	358	128
P	194	460
P	643	93362146
P	25	149
P	355	93267050
C	643	92027912
P	500	91954108
P	551	92001321
C	912	153
C	141	76
C	518	70
P	715	100
P	101	51
P	926	47
P	129	45
C	109	95
C	688	73
C	576	58
C	237	52
P	828	248
P	213	88
P	134	53
C	287	369
C	408	81
C	685	52
P	998	150
P	338	73
P	276	92286580
C	370	294
C	496	97
C	164	60
P	655	140
P	534	87
P	289	69
P	429	62
C	224	134
C	705	92181499
C	688	108
C	187	134
C	316	113
C	509	170
P	975	267
P	309	79
P	445	56
C	235	99921387
C	669	99891202
C	404	167
C	274	76
P	687	99879467
P	39	356
P	551	219
P	834	69
C	624	99865724
C	772	154
C	85	76
C	469	61
P	775	258
P	388	95
P	153	55
P	78	57
C	774	128
C	619	62
P	156	143
P	282	67
P	565	53
P	26	55
C	542	150
C	220	54
C	29	47
P	123	555
P	690	101837886
C	103	99686821
C	49	111
C	777	53
P	691	156
P	592	127
C	242	204
C	16	74
P	150	190
P	174	130
P	633	43
C	472	99669174
C	316	516
C	80	67
C	263	56
C	410	58
C	222	64
P	956	96598220
C	392	271
C	903	96673663
P	724	96557216
P	481	131
P	793	179
P	321	131
C	1000	202
C	741	73
C	906	96459814
P	811	95474866
P	484	232
P	563	161
C	263	117
C	521	66
C	561	81
C	117	68
C	86	60
P	358	132
P	855	71
C	556	163
C	664	97
P	798	222
P	258	105
P	11	58
P	100	58
P	582	58
C	111	153
C	803	65
C	671	66
P	842	716
P	112	76
C	972	446
P	850	183
P	856	75
C	470	174
C	641	71
C	651	48
C	11	52
P	744	160
P	550	73
P	591	43
C	313	94607134
C	225	205
C	60	86
C	265	59
C	297	59
C	262	65
P	249	263
P	592	81
C	575	99063115
C	189	188
C	840	47
C	68	199
C	283	86
P	67	410
P	727	83
P	341	48
P	389	52
P	470	99056109
C	512	101261909
C	437	156
C	309	170
C	15	142
P	12	211
P	980	79
P	475	61
P	640	60
C	842	101241726
C	967	179
C	144	78
C	215	129
P	165	131
P	354	71
P	990	101211838
C	715	148
C	739	60
C	84	46
C	127	101130481
P	917	249
P	210	95
P	69	54
P	285	67
C	340	259
C	498	86
C	882	54
P	841	163
P	144	58
P	574	44
P	308	47
C	481	160
C	376	52
C	730	101984851
P	162	176
P	681	75
C	489	157
C	471	88
C	732	52
P	658	101962782
P	780	109
P	603	73
P	446	147
C	951	223610064
C	864	545
C	295	69
C	683	71
P	403	149
P	668	74
P	89	58
P	730	66
P	890	105601727
C	608	226
C	128	64
C	354	61
C	617	105875023
C	472	219
P	386	105808163
P	836	218
C	82	710
C	267	71
C	969	45
C	142	45
P	700	227661990
P	874	381
P	888	79
C	707	121
C	383	49
C	55	45
C	459	44
P	520	108057146
C	865	108051309
P	413	228
P	420	86
P	987	59
C	696	158
C	904	105
C	4	71
C	197	108
P	676	229992737
P	840	131
C	754	108032163
P	815	940
P	524	115
C	916	165
C	55	59
C	459	48
P	670	208
P	593	84
C	771	155
C	594	227008952
C	293	111952121
C	851	149
P	716	189
P	291	68
P	539	44
P	11	54
P	426	52
C	357	247
C	144	82
C	95	58
C	546	57
C	199	64
P	726	273
C	360	236
C	726	78
P	379	112123304
P	459	203
P	984	61
C	305	112104611
P	354	151
C	35	220
P	282	69
P	476	81
P	15	59
P	90	52
C	84	1468
C	178	384
C	986	62
P	727	138
P	82	62
P	752	43
C	935	231004308
C	613	139
C	676	75
P	659	113012244
P	702	231752994
C	690	110541341
C	901	118
P	437	162
P	362	48
P	284	111182205
C	122	198
C	672	56
P	709	276
P	897	82
C	509	111272570
P	252	232121728
C	561	174
P	474	152
C	449	132
C	240	155
C	207	51
P	182	159
P	411	128
P	782	47
C	202	221
C	526	130
P	636	166
C	896	292441828
C	626	159
C	432	142
C	139	79
P	953	111415577
P	278	198
P	349	78
C	995	104
P	593	156
P	969	65
P	339	51
C	712	82
C	291	76
C	541	485
C	512	122
C	907	56
C	68	53
C	149	130
P	701	255
P	534	116
P	437	77
C	86	111476901
C	264	174
P	357	114
C	499	209
C	768	84
C	23	59
P	300	583
P	40	64
P	210	46
P	377	45
P	143	58
C	572	223
C	730	68
C	5	45
P	59	88
P	765	48
P	703	43
P	757	114027011
C	913	116227187
C	302	162
P	391	257
P	352	78
P	626	49
C	504	166
C	839	57
C	206	46
C	480	237233630
P	894	116287335
C	700	165
P	478	70
P	702	190
C	162	133
C	427	149
C	758	61
C	144	230
C	591	109
C	157	73
P	128	237285322
P	51	169
P	708	67
P	965	116272270
P	22	112
C	577	116345087
C	318	155
P	22	47
P	482	117
P	854	54
P	236	70
C	562	636
C	52	47
C	535	45
P	458	121442402
P	87	224
P	255	121371888
P	427	106
C	252	275
C	480	124
C	209	61
C	510	59
P	228	220
P	353	84
P	630	51
C	572	193
C	620	68
C	266	121690630
C	590	237
P	51	231
P	545	57
P	151	44
P	464	44
C	169	71
C	942	49
P	260	74
P	79	52
P	866	44
P	798	121775881
C	157	121911747
P	229	248
C	906	270
C	62	192
C	250	50
C	140	45
C	167	47
P	338	153
P	488	153
P	956	55
C	858	122360633
C	264	192
C	664	71
P	28	1792
P	803	84
P	3	158
P	400	65
C	201	298
C	827	140
P	863	680
C	862	932
C	221	103
C	367	58
P	571	133437383
P	963	1619
C	679	137442047
C	986	620
C	423	96
P	613	214
P	85	79
P	828	59
P	290	58
C	81	129
C	703	76
C	891	55
P	974	167
P	24	137
P	45	68
C	907	61
P	863	137442269
P	307	1601
P	169	401
P	367	139976470
P	580	170
C	924	139973215
C	481	185
C	20	75
P	806	139953927
P	393	139972254
C	786	139946140
C	586	255
P	153	152
P	854	79
P	235	55
P	252	51
P	845	140203080
C	553	199
C	301	138
C	80	64
C	125	67
C	23	67
P	405	128
P	565	116
P	330	136
P	97	57
P	73	48
C	887	240
C	436	128
C	552	56
C	487	140245338
P	771	144081394
P	801	264232455
P	235	337
C	424	480
C	816	146
C	156	47
C	873	144111303
P	593	363
P	778	79
C	455	214
C	980	94
C	2	59
P	633	145556415
P	994	478
P	217	158
C	937	345
C	225	100
C	574	59
C	483	67
P	525	265712256
P	785	152
P	291	1108
C	941	373
C	235	136
C	5	59
P	881	149139494
P	783	269257961
C	359	148226733
C	522	151
P	578	220
P	517	285
P	56	89
C	284	1107
C	557	71
C	588	61
P	869	151809714
C	981	151859693
P	584	241
P	31	114
P	664	110
C	784	197
P	649	151831492
C	261	520
C	987	80
C	306	131
P	1000	378
P	975	193
P	121	74
C	469	98
C	405	151
C	94	209
C	741	72
P	822	153597567
C	974	159125558
C	279	236
P	13	159102650
P	71	330
C	117	523
C	953	363
P	988	424227176
P	766	159361410
P	631	159347088
P	384	201
P	642	68
C	955	360
C	812	159428829
C	264	161
C	20	70
C	61	59
C	288	54
C	746	56
P	1	114
P	850	59
P	688	63
P	797	159604311
P	606	388
C	847	159712918
C	188	172
C	749	96
C	392	58
C	263	274
P	757	205
P	73	70
P	741	58
P	345	159692952
C	971	159823745
C	89	128
C	789	59
C	271	186
C	10	106
