Type	Size	Time
P	712	1284
P	226	680
P	895	608
P	587	495
C	3	1196
C	846	31130799
C	961	856
P	124	1091
P	161	31143358
C	672	612
P	129	29496015
P	656	763
P	769	1888
P	17	29910950
P	40	1250
C	301	611
C	518	686
C	962	545
C	59	30807587
C	687	1061
P	249	901
P	698	36402043
P	959	573
C	349	1346
C	999	1008
C	377	688
C	402	444
P	521	1100
P	458	600
P	896	412
P	851	36390678
C	585	648
C	743	523
C	354	36048684
P	83	428
P	775	414
C	193	867
C	351	575
P	784	828
P	144	615
P	437	390
P	9	472
C	12	545
C	63	441
C	649	379
C	123	345
C	241	339
P	952	39601731
C	97	1369
C	464	807
C	962	688
C	18	35692863
P	568	36164858
C	222	35394447
P	502	819
P	3	720
P	955	575
P	327	579
P	151	616
C	172	2346
C	838	952
C	473	598
P	782	834
C	103	686
C	855	619
C	307	648
C	533	46674397
P	532	821
P	641	706
P	419	754
C	499	895
P	638	684
C	91	841
C	695	733
C	854	627
P	614	37343796
P	200	1669
C	785	790
P	668	783
C	985	615
P	83	721
P	990	468
P	894	37276492
C	337	691
C	391	38027672
P	64	669
P	567	582
P	455	796
P	55	639
C	924	38064345
P	287	35963897
P	50	679
P	272	710
C	394	955
C	809	683
P	52	1006
C	815	988
P	432	727
P	802	760
P	263	50018660
C	739	37392902
C	686	3195
C	109	1510
P	141	37380999
C	509	679
P	324	1269
P	214	1769
P	947	2197
P	957	1043
C	961	1880
C	962	848
P	832	37893359
P	679	1198
C	468	4165
C	290	1114
C	364	1203
C	845	534
P	451	35903620
P	648	2076
P	564	729
C	602	40147975
P	829	57379360
C	276	1048
P	746	820
P	12	40310366
C	205	547
C	647	1707
C	239	769
P	872	958
P	771	760
C	473	1010
C	11	717
C	266	568
C	206	11201
C	633	705
C	631	33192928
P	763	1084
P	199	732
P	494	528
P	126	523
C	703	34603153
C	485	1217
P	386	1222
C	172	663
C	642	516
C	194	319
C	240	1108
P	278	841
C	730	655
P	860	933
C	317	586
P	155	789
C	243	784
P	53	828
C	75	660
P	31	793
P	769	34609335
P	907	1842
C	525	3069
C	497	1122
P	940	1650
P	144	595
P	373	40501540
C	972	5012
C	136	986
C	690	930
P	688	3905
C	701	1352
C	511	880
P	378	1759
P	465	738
P	516	363
P	342	242
P	520	45115650
P	52	1094
C	59	1393
C	404	485
C	487	197
P	304	2242
P	876	570
C	374	1109
C	943	519
P	233	275
P	734	494
P	229	360
P	734	589
C	839	1910
C	954	517
C	734	47542677
C	96	978
P	665	1190
P	922	764
C	631	542
C	458	407
P	459	869
P	266	555
C	494	751
C	111	460
C	535	360
P	749	50455257
P	493	1039
P	573	719
C	991	50462161
C	38	544
P	544	425
P	804	327
C	333	327
C	429	349
C	138	239
C	144	1310
C	316	78766285
P	496	47623304
P	238	544
P	303	47547656
C	670	582
C	913	319
P	557	927
P	102	505
P	768	304
C	877	849
P	245	729
P	225	472
P	275	435
P	316	322
P	231	300
C	83	520
C	554	413
C	429	352
C	98	298
C	269	278
P	564	334
P	350	231
P	613	7886
C	614	47745930
C	884	52622482
C	273	984
P	918	344
P	682	162
C	457	52660725
C	109	8321
C	641	262
C	753	49
P	502	634
P	226	314
P	477	103
P	289	7997
C	552	252
C	938	81
P	258	328
P	963	95
C	652	270
P	821	49587410
C	796	178
C	636	104
P	278	391
P	474	158
P	807	95
P	72	110
C	151	46796745
C	294	119
C	875	81690499
C	219	45638254
P	142	397
P	755	194
C	224	153
C	886	78
P	793	524
P	112	412
P	645	154
P	813	111
C	742	45592418
C	968	192
P	233	44494143
P	497	265
P	437	42224197
C	526	180
C	118	54
C	324	45
C	771	46
P	866	451
P	74	145
C	896	40665371
C	107	158
P	31	471
P	439	204
P	2	1468
P	541	204
C	981	149
C	697	76
P	882	40590694
P	584	546
P	62	254
P	596	128
C	871	379
C	82	77800544
P	886	559
C	820	198
C	74	104
C	299	71
C	58	64
C	180	82
P	572	666
P	443	348
P	731	142
C	491	307
C	927	64
P	932	41528489
C	234	204
P	153	723
C	195	127
C	192	137
C	541	54
P	328	297
P	444	175
P	282	107
P	360	114
C	470	41525138
C	991	40931461
C	670	143
P	687	444
P	203	174
P	829	141
C	420	157
C	367	99
C	611	69
P	481	40294233
P	891	489
P	522	232
C	510	896
C	150	105
C	659	78
P	722	279
P	100	129
P	169	147
P	390	125
C	563	209
P	560	504
P	53	291
C	189	140
C	906	129
C	548	77
P	894	411
P	785	170
C	845	555
C	797	105
P	416	1061
P	291	335
P	361	147
C	250	176
C	245	86
C	197	67
C	979	59
P	461	592
P	45	451
P	240	276
P	711	229
P	64	320
P	636	49021089
C	779	471
C	926	72
P	195	733
C	180	236
C	771	139
C	256	67
P	284	484
P	660	256
P	22	201
P	274	117
P	413	128
P	928	52352998
C	999	56147541
C	658	373
P	892	55939623
P	587	91828153
C	362	115
P	379	1854
C	570	131
P	453	410
C	338	121
C	690	140
P	637	392
C	292	65
P	606	319
P	480	55953790
C	760	55971493
P	280	254
P	94	156
P	300	124
C	720	92035886
P	603	111
P	468	423
C	882	176
C	223	73
C	121	57
P	65	448
P	170	279
P	434	199
P	803	109
C	860	55817069
C	857	173
C	537	89
C	14	77
C	9	72
P	742	57539752
P	608	92707920
P	478	1492
P	551	318
P	302	120
C	898	92582256
C	918	450
C	570	55062942
P	928	56399773
C	938	310
P	151	640
P	928	220
C	973	131
C	485	159
P	527	506
P	394	294
P	371	198
P	2	197
P	638	56394915
C	625	56441173
C	51	238
C	73	49
P	147	629
P	245	167
C	29	845
P	217	56637126
C	765	63155211
P	832	211
C	870	59704051
P	940	118175869
C	81	171
C	294	244
C	704	128
C	114	60
C	120	82
C	155	63
P	758	598
P	485	159
C	135	296
C	90	50
C	616	61
C	318	58
P	474	177
P	37	54
P	12	44
P	419	43
P	414	44
C	689	253
C	129	97
C	261	57
C	221	45
C	364	82
P	330	197
P	659	53
C	672	540
P	734	348
C	463	249
P	662	187
C	420	283
C	870	69
P	189	140
P	722	64
P	282	55
C	509	240
P	905	170
P	184	76
P	817	62
P	5	64
C	782	70
C	870	67255034
C	874	105
C	59	203
P	999	240
C	488	164
P	480	145
C	971	181
C	65	163
C	384	67
P	831	165
P	316	154
P	298	43
C	31	852
P	767	67384447
C	626	67078418
C	46	152
P	374	67080626
P	623	65824218
C	991	101685673
P	372	139
P	929	95
P	622	293
C	467	130
C	288	147
C	171	128
C	763	68
C	504	206
P	417	171
P	339	91
P	129	59
P	91	51
P	646	65
C	299	241
C	468	89
C	1	69
P	450	378
C	867	101725316
C	467	318
C	895	68343486
C	398	148
P	609	67344485
P	758	195
P	664	70
P	261	67
C	568	183
C	356	73
C	141	104
C	543	60049379
C	244	157
C	58	121
P	843	215
P	219	71
P	130	61
P	298	53
C	948	248
C	535	114
P	180	145
P	499	106
P	583	45
P	376	43
C	821	108
C	472	130
C	634	60
C	49	68
P	344	203
P	744	150
P	873	56872481
C	462	212
C	159	120
C	369	59
P	467	233
P	849	77
C	764	217
C	568	119
C	702	65
C	277	56096130
P	697	151
P	909	135
P	846	117
C	352	53800958
C	611	6852
C	65	128
C	498	58
C	499	50964518
P	153	248
P	927	219
P	38	62
C	31	177
C	562	149
P	325	50836768
C	833	99
P	80	183
P	26	164
P	868	108
P	82	84
P	732	942
C	960	52242640
C	354	190
P	184	165
C	578	101666852
P	365	52334524
P	160	170
C	309	170
P	222	269
P	639	101847403
P	206	150
P	793	93
P	274	210
P	21	95
C	803	52299575
C	272	54068567
C	732	170
C	230	232
P	992	53519188
C	375	206
C	68	89
C	916	169
C	143	43
P	107	209
P	563	88
P	658	71
P	573	53659563
C	258	177
P	297	261
C	490	86
C	150	108
P	347	132504043
P	569	101191893
C	538	86
C	555	110
P	47	245
P	11	75
P	407	51
P	97	194
C	86	565
C	156	301
C	199	48
C	238	49
C	356	50
C	653	54149721
P	297	191
C	337	120
P	761	122
P	82	137
P	685	85
C	533	107
C	3	119
C	428	51
C	500	44
P	333	171
P	160	127
P	255	76
C	737	270
P	865	65
P	54	129
C	709	155
C	463	132
P	586	874
P	380	149
P	177	69
C	82	245
C	420	76
C	451	65
P	889	370
C	206	149
C	818	75
C	736	51
P	487	139
P	41	178
P	355	58
P	706	61
P	501	54113688
P	401	157
P	913	146
C	254	289
C	17	74
C	123	72
C	133	71
C	343	66
C	923	57985716
C	603	122
P	364	57997656
C	304	66
P	935	101
C	820	69
P	348	135
P	335	77
P	804	45
P	37	46
C	599	189
P	567	172
P	814	62
C	762	53240107
C	832	245
P	669	150
P	67	49
P	662	46
P	271	44
C	534	165
C	349	80
C	189	68
C	185	70
C	704	53319715
C	879	633
P	249	408
P	743	88
P	459	60
P	630	55757388
P	410	163
C	506	293
C	816	144
C	417	83
C	30	63
C	81	56
P	660	147
P	488	176
P	716	82
C	461	179
C	109	77
C	966	54588479
C	496	158
P	725	210
C	965	71
P	104	54634434
C	788	149
P	766	108249947
C	127	128
P	292	158
P	680	108268661
C	479	121
C	259	172
C	686	73
P	203	160
P	714	71
P	199	46
P	306	45
C	860	54765590
C	421	119
C	48	66
P	862	105331692
P	988	140
C	589	105420854
C	621	132
P	961	54815522
P	583	84
C	949	89
C	123	326
C	447	225
P	535	416
P	374	246
C	861	104565234
C	221	143
C	302	147
P	16	156
P	296	126
P	930	54852531
P	737	103
P	187	71
C	140	54873603
C	474	129
C	804	145
C	192	142
C	255	169
P	357	100638492
C	500	54885848
C	237	83
P	99	85
P	425	72
P	424	76
P	430	66
P	230	155
P	862	54870508
P	74	120
C	868	100507432
C	731	194
C	849	118
C	166	43
C	370	44
P	929	447
P	575	121
P	595	46
P	81	43
C	722	199
C	290	109
P	388	55283423
C	3	159
C	816	55281848
P	652	520
P	997	110
P	392	55360556
P	408	97641737
C	813	182
P	249	180
C	361	144
C	632	74
C	309	69
C	141	70
P	59	99
P	424	109
C	643	178
C	566	173
C	994	155
P	581	218
P	983	137
P	783	102
P	352	223
P	73	78
C	240	55542925
C	485	137
C	439	97339823
C	960	249
P	997	55480550
C	280	97
P	657	174
P	808	156
C	17	214
C	649	83
C	373	46
P	447	166
P	555	146
C	572	183
C	309	129
C	767	69
C	274	66
P	165	210
P	1000	175
P	469	55418475
P	532	150
C	180	159
P	739	223
C	715	127
P	412	118
C	121	128
C	634	135
C	544	48
C	481	55498881
C	272	56867208
P	724	198
C	409	236
P	427	618
P	456	180
P	95	82
P	565	72
P	96	64
C	425	265
C	719	58
C	55	51
C	97	43
C	225	45
C	788	412
P	344	711
P	410	152
C	611	370
P	155	104
P	874	121
C	185	161
C	84	92
C	269	69
C	586	380
C	737	1148
P	752	232
P	363	137
P	505	60
P	736	62
C	620	97
C	480	133
C	892	49
C	40	45
P	427	187
P	87	51
P	108	56
P	718	48
P	86	82
C	187	170
C	298	57
C	310	49
C	68	44
P	507	99
P	87	75
P	82	50
P	469	59
C	437	169
C	46	74
C	850	66
C	497	42
P	426	147
P	394	71
P	332	48
P	221	58
P	332	60
C	810	112
C	319	77
C	58	53
C	546	51
P	455	264
P	926	110
P	889	61708029
P	407	176
C	105	173
C	467	73
C	371	58
C	900	63
P	258	205
P	513	93
P	29	75
P	627	45
C	990	122
C	13	51
C	64	45
P	489	194
P	291	63
P	699	63
C	3	116
C	101	64
C	962	43
P	536	209
P	449	59
P	29	50
C	392	157
C	714	57
C	353	43
C	272	45
P	593	206
P	895	100
P	2	131
C	445	63000468
P	617	114
C	82	167
C	972	69
C	82	62969483
C	750	92
P	355	139
P	5	53
P	714	49
P	157	91
P	672	46
C	49	166
C	386	44
C	283	49
C	355	45
P	243	297
C	390	62972185
C	405	135
P	408	236
P	933	168
C	383	206
P	200	297
P	121	170
P	312	152
P	18	135
C	691	144
P	633	95
P	107	141
P	376	109
C	362	146
C	978	282
C	63	192
C	10	119
P	90	183
P	976	73
C	483	123
C	601	63569452
C	372	101
P	558	77
P	540	116
C	291	192
P	411	177
C	360	165
P	902	151
C	548	126
C	869	134
C	70	1197
C	146	336
C	101	45
P	795	332
C	317	237
C	498	142
P	142	142
P	156	179
P	613	68
C	253	42
C	169	143
C	922	43
P	395	63676401
P	720	430
P	449	77
C	133	161
C	482	47
C	645	46
P	284	428
P	907	72
P	57	63
C	303	235
C	577	80
C	162	45
C	247	42
C	138	45
P	999	130
P	266	69
C	829	143
C	699	49
P	875	134
P	185	105
C	720	110
P	340	81
P	111	57
P	447	47
P	449	66396878
P	52	152
C	122	120
C	63	56
C	625	47
C	661	47
P	650	70161518
P	631	214
P	477	67
C	292	267
C	566	70
C	772	62869326
P	720	304
P	397	106
C	917	267
C	498	114
C	280	56
P	858	134
P	802	66
C	62	245
C	785	137
C	541	69
P	579	62703938
P	996	198
C	370	62993223
C	889	62997403
P	165	62907671
P	392	200
C	450	185
P	575	62943848
P	287	111808946
P	503	126
P	83	159
P	434	68
C	946	212
P	266	150
P	597	123
P	50	138
C	520	59457779
C	125	201
C	694	86
C	206	219
C	156	94
C	565	63
C	447	64
P	936	60031189
P	964	557
C	859	60240053
C	48	159
P	464	202
P	476	160
C	440	112637081
C	273	102
P	201	159
P	461	75
P	751	147
P	564	77
C	983	56529235
C	666	1153
C	285	70
C	351	59664521
C	215	258
P	69	174
P	513	115486242
P	330	156
P	329	51
P	512	59639788
C	375	174
C	946	60
C	626	204
P	44	277
P	784	112
P	550	47
P	90	46
P	261	46
C	633	88
C	401	130
C	3	45
C	888	72
P	407	234
P	911	109
P	846	59673163
C	484	78
C	607	78
P	743	59860865
P	235	143
C	48	92
C	192	145
C	450	80
P	905	154
C	884	193
P	302	234
P	667	174
P	396	126
C	157	149
C	346	103
C	166	45
C	283	44
C	606	84
P	123	233
P	55	71
P	717	46
P	879	45
C	884	59809868
C	472	212
C	257	139
C	856	60361681
P	560	204
P	775	110
P	89	59
P	629	63
C	611	60328657
C	138	100
C	231	175
P	587	133
P	403	46
P	406	46
P	55	42
P	66	46
C	409	204
C	995	170
C	8	72
C	589	73
C	247	80
P	940	114134981
C	921	60262268
P	354	58843159
P	884	181
C	359	60376747
C	986	225
P	123	197
P	234	72
P	822	58923177
C	773	142
P	161	202
P	379	162
C	654	58920883
C	656	167
C	601	103
P	629	116
P	645	125
P	222	120
P	139	175
P	921	54
C	160	233
P	267	151
P	927	125
C	441	144
C	896	135
C	695	63
C	673	59012534
P	163	58455097
P	325	117
P	492	62
C	138	169
C	143	62
P	381	252
C	354	53715999
C	946	145
C	853	45
P	897	165
P	224	74
P	264	61
P	728	58016213
C	77	148
C	828	140
C	728	66
C	261	50
P	279	181
P	505	66
P	771	53
P	628	53907935
C	788	164
C	887	118
P	829	184
P	18	163
P	789	175
P	399	119
P	405	114
C	808	51148047
C	110	51180327
C	306	208
C	16	51243439
P	511	110902129
P	157	423
P	918	129
C	111	238
C	182	101
C	434	61
C	715	66
C	34	73
P	656	203
P	193	58
C	745	215
C	854	112762009
C	557	120
C	906	164
C	204	68
P	480	210
P	242	160
P	383	99
C	696	253
C	104	118
P	614	147
P	564	115
C	884	242
C	10	50
P	304	300
P	712	129
C	168	98
C	314	47
C	128	47
C	284	47
P	236	204
P	425	105
P	373	70
P	421	53
C	553	644
C	474	77
C	212	72
C	382	58
C	91	237
P	138	186
P	42	76
P	894	61
P	708	57
C	671	131
C	269	68
C	692	50
P	747	49274357
P	783	223
P	222	51
P	211	165
P	424	58
P	535	113
P	946	161
C	744	220
C	304	121
C	57	60
C	291	53
C	874	67
P	401	139
P	233	155
C	727	52818076
C	947	80
C	928	46
P	290	270
P	822	83
P	831	52362510
P	352	129
C	194	209
P	458	91
P	185	114
P	569	154
P	673	67
P	51	50
P	51	47
C	771	145
P	196	48
C	604	159
C	350	107
C	139	408
C	597	200
P	781	257
C	560	208
P	153	148
P	326	159
P	708	67
P	179	54
C	810	52389674
C	635	162
P	729	199
C	523	122
C	49	55
C	542	62
C	112	59
C	624	54567355
C	511	213
C	216	69
P	398	199
P	404	109
P	391	52
C	372	156
C	961	66
P	943	54609952
P	588	141
P	389	202
P	290	54915206
C	556	161
C	241	51
C	387	63
C	529	130
P	593	161
P	807	153
P	464	68
C	9	101
C	157	65
C	11	49
C	384	49
C	285	46
P	267	122931047
C	719	55033450
P	392	260
P	765	97
C	173	54794698
C	120	181
C	351	67
C	588	66
P	681	54885132
P	439	55037058
P	309	166
C	606	171
P	775	180
P	614	139
C	724	130
C	298	127
C	71	47
C	712	45
P	417	942
P	914	129
C	997	347
C	535	160
C	355	58
P	251	224
P	785	130
P	299	76
C	665	534
P	2	384
P	5	80
P	398	106
C	685	186
C	208	148
C	703	45
P	184	62014992
P	128	102
P	912	164
P	45	160
P	995	62005574
C	818	203
C	723	198
P	215	290
C	159	61954308
P	771	157
P	443	148
P	485	113
C	112	280
C	404	557
C	594	152
C	551	248
P	873	1165
P	803	124
C	515	372
C	48	135
C	401	53
C	486	51
C	473	53
P	516	133
P	386	119
P	319	68
P	310	207
C	30	170
C	165	69
C	906	47
P	167	160
P	292	79
C	135	62957200
P	383	122
C	207	151
C	649	154
C	679	276
P	636	139
P	334	76
P	652	241
C	169	701
C	853	116
C	142	79
P	460	389
P	74	106
P	655	61
C	787	172
C	179	103
P	184	175
P	355	95
P	154	67
P	721	66
C	484	66409401
C	815	106
C	383	197
P	395	238
P	416	74
P	119	56
P	367	72
C	718	183
C	554	66587091
P	699	197
P	736	66597026
C	910	196
C	627	51
P	80	130186408
P	0	142
P	716	64
P	848	170549293
C	986	66647592
C	943	170293089
C	12	154
P	984	180
P	747	195
P	463	84
C	580	164
C	923	84
P	667	202
P	187	138
P	454	66
C	637	262
C	296	64
C	26	45
C	660	49
P	512	204
P	763	77
P	593	73
C	79	164
C	351	200
C	194	64
C	905	60
P	424	219
P	861	67351171
C	291	202
C	734	78
P	467	1305
P	402	143
P	39	188
P	984	135
C	636	267
C	31	136
C	835	46
C	45	51
C	12	52
C	253	786
C	336	68
P	136	340
P	222	111
P	231	141
P	704	117
P	134	63
P	152	61
C	745	297
C	698	108
C	306	72280725
P	756	75380664
P	650	189
P	60	211
P	92	71
P	193	123
C	991	214
C	948	133862605
P	284	144
C	149	114
P	649	375
P	110	89
P	233	63
P	440	59
C	123	75379237
P	406	77744683
C	92	365
C	641	97
C	261	68
C	271	69
C	173	68
P	205	246
P	760	82
P	55	100
P	11	69
P	388	64
C	165	601
C	979	94
C	360	52
P	862	1257
P	703	66
C	398	392
C	915	118
P	945	198
P	172	80
P	35	63
C	480	177
C	892	86
C	390	73
P	118	292
P	539	81
P	13	62
P	190	53
P	640	58
C	583	204
C	719	67
C	176	54
P	850	168
P	117	108
C	697	89116506
P	773	142
P	372	143
P	817	51
P	68	145
C	317	167
C	741	97
C	761	89122439
P	795	190
C	818	201
C	197	139
P	70	128
P	795	143
P	284	170
P	437	89232489
P	286	135
P	48	127
P	114	64
P	351	62
C	241	187
C	583	54
C	246	51
C	79	52
C	743	48
P	442	180
P	265	80
P	656	73
P	392	57
C	732	166
C	83	69
C	681	57
C	93	55
C	15	52
P	506	1318
P	581	102
P	131	54
P	13	53
C	764	89358348
C	779	301
P	117	236
P	294	84
P	169	71
P	385	59
C	531	1244
C	59	115
C	140	51
C	296	54
C	465	97002776
P	841	99621066
P	939	204
C	245	151982854
C	617	184
C	743	84
P	720	608
P	124	108
P	238	69
P	119	58
C	802	148
P	833	370
C	347	99837055
C	676	132
C	461	111
P	280	779
P	361	84
P	552	64
P	319	56
P	283	63
C	689	242
C	349	59
P	880	236
P	111	62
C	216	145
C	240	101
P	173	156
P	771	72
C	945	100608579
C	948	155
C	167	144
P	644	135
P	383	144
P	331	67
P	544	63
C	196	122
C	631	135
C	595	54
C	22	50
C	573	222
P	47	100658677
P	349	209
P	7	75
P	624	49
P	110	165
C	777	182
C	458	72
P	711	179
C	255	150
C	801	72
P	839	100765373
P	511	190
P	465	106
P	502	67
P	544	64
C	899	98767816
C	479	137
C	258	102
C	613	113
C	121	65
C	42	65
C	403	53
P	893	168
C	486	164
C	757	94
P	909	100883738
P	473	99
P	521	100937616
P	608	99
C	614	227
C	506	87
C	380	72
C	34	100
C	650	65
P	556	99019134
P	843	98947658
C	703	161
C	781	81
P	404	254
P	776	125
P	874	152426233
C	741	98973002
P	969	98843484
C	503	216
C	692	71
C	53	47
P	119	149
P	384	126
P	68	70
C	435	197
C	151	84
C	961	57
P	764	122
P	891	62
C	766	214
C	221	137
C	46	69
C	557	65
P	468	98538287
P	569	98585907
P	458	149
P	531	180
C	98	98457042
C	755	199
C	784	167
P	139	158
P	981	138
C	7	143
C	511	179
P	748	199
P	665	95760454
P	12	182
C	867	98331854
C	393	94731004
P	12	143
P	789	151
P	538	94648464
C	625	147846534
C	327	80
C	734	95725612
C	449	98
C	7	167
P	716	4707
P	474	1889
P	444	99096791
C	483	99089943
C	944	99083268
P	160	279
C	152	266
C	360	148
P	319	134
P	932	131
P	306	56
P	106	52
C	260	120
C	701	77
C	184	67
P	58	100912670
P	354	295
P	883	105
C	546	213
C	91	89
C	145	61
C	585	99686211
C	82	95
C	39	138
C	568	234
P	710	99680315
P	13	229
P	297	195
P	692	120
P	42	64
C	364	153
C	475	133
C	460	90
P	720	99600192
P	142	108
P	948	150
P	853	182
C	948	99639505
P	378	264
C	66	172
C	684	169
C	622	117
C	835	129
P	344	103596729
P	623	103638178
C	871	550
P	314	178
P	169	109
P	292	642
P	388	68
C	552	297
C	479	83
P	279	103518487
P	472	155
P	289	113
C	368	106124301
P	582	142
C	423	274
P	203	137
P	971	143
C	762	160993888
C	519	140
P	850	106131114
C	387	205
C	469	143
C	184	175
P	644	106087782
P	341	205
C	281	106042607
C	330	106075072
C	463	103
C	354	152
P	825	106052843
P	435	234
P	101	157
P	312	145
P	300	82
P	231	63
C	740	188
C	730	157
P	921	193
C	537	106016771
C	659	202
C	373	161
C	260	206
C	63	233
P	223	170
P	6	158
P	531	53
P	439	51
P	488	50
C	351	217
C	245	95
P	86	177
P	194	70
P	778	59
P	113	53
P	195	53
C	557	165
C	794	106206491
C	523	106084084
P	885	226
P	217	96
P	415	70
C	646	161321804
C	258	106025596
C	670	105987128
P	334	96
P	660	57
P	557	50
P	214	52
C	347	130
C	607	161370137
C	752	127
C	893	92
P	780	139
P	339	143
P	162	68
C	555	106044967
P	433	140
P	355	195
P	412	53
C	867	139
P	642	47
P	237	106126048
C	441	163
P	458	106106294
P	23	103
C	218	186
C	729	74
C	665	54
C	311	59
P	168	161557261
P	755	125
P	651	76
P	467	57
C	309	163
C	360	94
C	624	49
C	992	149
P	748	192
P	188	113
P	324	72
P	863	61
C	643	106137194
C	334	104
C	566	106131776
P	271	156
P	87	55
P	65	193
P	719	106166068
P	409	92
P	702	253
C	679	161645015
C	848	110125314
C	634	431
C	78	51
P	799	804
P	872	110306434
P	131	226
C	757	151
C	177	49
C	182	53
P	897	262
P	591	62
C	625	111707226
C	873	153
C	443	111737938
P	914	167242865
P	491	111778875
C	430	160
C	17	51
C	634	52
C	531	52
P	610	116
P	68	57
P	538	51
P	377	51
C	502	119
C	403	111
C	533	110162032
P	58	122
P	729	58
C	452	192
C	464	110162094
P	875	171
P	428	189
C	301	133
C	964	121
P	459	110177542
P	902	105352736
P	747	152
C	869	235
C	541	137
P	229	155
P	408	132
P	282	81
C	692	104883332
C	403	213
C	379	47
C	921	48
C	157	182
P	821	104620795
P	980	469
P	544	106108738
C	651	153
C	786	106132299
P	253	321
P	40	66
P	172	51
P	74	55
C	914	202
P	964	202
C	364	153
C	773	130
P	964	107126690
C	602	107208940
P	579	245
P	62	114
P	896	107046436
C	652	206
C	28	139
C	561	88
C	122	53
C	233	51
P	714	163
P	887	57
C	109	269
P	340	169761194
C	137	107150862
P	732	183
C	905	94
C	98	59
C	902	46
C	491	169811684
P	763	180
P	855	183
C	600	144
C	35	160
C	817	182
C	646	70
P	632	130
P	181	47
P	470	53
C	819	148
P	729	107167735
C	83	255
C	114	67
P	996	107241886
P	312	174
C	635	191
C	813	107201713
P	763	107128108
P	369	133
C	719	167
C	440	76
P	409	170014029
P	324	185
P	286	103
P	965	70
P	148	56
P	57	57
C	905	107172610
C	763	427
C	245	102
C	600	80
C	869	80
P	854	257
P	258	59
P	100	51
P	14	52
P	813	53
C	59	494
C	517	65
C	551	53
P	363	108977891
P	757	255
P	679	148
C	49	174
C	716	110673831
C	417	110589684
C	709	151
P	889	370
C	369	231
C	711	79
P	173	171
P	270	91
P	985	67
P	56	66
C	637	166
C	170	68
C	974	61
P	303	203
P	434	80
P	795	67
C	734	216
C	431	52
P	512	182
P	429	78
P	647	173665133
C	357	112368121
C	273	143
C	857	85
P	841	112303125
C	446	185
C	507	297
C	31	179
P	738	112290822
P	106	197
P	125	148
P	125	52
P	280	63
C	988	2893
P	799	114688750
P	878	114791415
C	438	1057
C	337	114
C	866	180732489
P	511	272
P	190	68
P	535	52
C	952	1081
C	490	114940611
C	74	200
P	391	540
P	898	84
P	202	432
C	860	226
C	607	379
P	131	114550419
P	560	536
P	59	222
P	921	114752384
P	181	410
C	644	115055568
C	940	116100715
C	671	498
C	278	217
C	97	644
P	30	272
P	305	81
P	869	64
P	120	52
P	952	182745881
C	703	73
P	416	89
C	351	192
C	112	92
C	274	55
C	594	53
P	587	116058020
C	151	71
P	739	104
P	917	178
C	89	116025873
C	908	183047702
C	474	112851662
P	209	219
P	48	70
P	653	59
P	493	82
P	143	50
C	605	183
C	553	58
C	271	57
C	215	55
C	284	183052896
P	505	112858828
P	586	144
P	749	92
C	516	112848798
C	624	63
P	573	200
C	569	112843807
C	827	139
C	182	158
P	839	112792294
C	112	157
P	371	190
P	938	67
P	99	195
