Type	Size	Time
C	56014	324
P	58417	723
P	39614	420
C	86229	638
C	8831	354
C	26626	341
P	41452	21558140
P	16949	558
P	40882	365
P	68385	333
P	27710	324
P	7527	21788460
C	9483	855
C	69403	918
P	35276	698
C	32569	755
P	2779	700
P	82338	761
C	90567	842
C	51743	21789866
C	50754	504
P	34743	21977342
P	49709	997
C	25928	1034
P	48983	824
C	68408	696
P	65770	556
P	95534	18345570
C	75477	929
P	71712	17988831
C	33778	885
C	17609	811
C	91102	18113307
P	5572	11085
P	9786	835
P	31621	29771441
P	99999	42990183
C	48867	1170
C	43290	757
P	38378	23124393
P	48999	879
C	84837	22994182
P	42336	20641923
C	36907	790
P	36648	33826249
C	83970	953
P	63520	1255
P	73852	1025
P	6670	446
P	56707	310
P	36256	1010
C	82159	530
C	13197	254
C	98677	283
P	36032	1205
P	33786	727
P	37847	424
P	23046	345
C	94022	18776511
P	70466	220
C	74052	1333
C	96554	20647122
C	13702	479
C	24982	324
P	27039	601
P	53592	332
P	30348	200
C	11501	904
C	90703	451
P	28466	372
P	73946	271
P	3523	206
P	57524	194
P	19885	20529856
C	15724	1277
C	13949	791
C	34340	518
C	2094	351
C	97407	378
P	55825	1087
P	40820	651
P	42172	512
C	24623	1494
C	4275	792
C	54075	521
C	27632	396
C	32463	361
P	54703	2729
P	98073	1283
P	27972	2068
C	93893	1472
C	62033	696
C	44296	529
P	27278	1072
P	59084	866
P	34883	530
P	43654	27237034
C	98735	27264309
P	33060	773
P	13394	379
P	9492	424
P	80928	403
C	86502	27281739
C	63574	1042
P	71790	319
C	36409	464
P	13915	832
P	3368	546
C	14525	27400917
C	65495	523
C	16163	367
C	3821	313
P	39321	939
P	69928	23489088
P	2938	787
P	65425	597
P	9158	710
P	49054	416
P	63156	777
C	54917	839
C	64166	581
C	62343	987
C	52748	486
P	58869	440
P	89222	724
P	33861	392
C	65835	23444169
C	24978	714
C	38250	312
P	71753	962
C	18046	28995
C	61150	591
C	76151	262
C	8545	185
P	32928	2485
P	47915	11370
P	81853	235
P	32056	92
C	46238	1103
C	23086	22973995
C	26320	348
C	94956	178
C	18194	193
C	21442	117
P	81625	687
P	16326	330
P	83589	128
P	14370	203
C	58593	543
C	41561	245
C	26812	229
C	43690	135
C	4835	191
C	23360	365
P	46654	123
C	66971	222
P	38874	25798730
P	63243	443
P	64054	473
C	78535	405
C	67139	209
C	33862	197
C	7240	120
P	95031	336
P	25337	235
P	34728	122
C	8395	369
C	50102	144
C	67862	136
C	9541	128
C	1157	130
P	28038	393
P	73912	376
P	45672	123
C	81180	894
C	57365	134
P	42555	1595
P	10053	245
P	37845	173
P	15345	97
P	9567	104
C	46267	453
C	94673	158
P	651	651
P	30512	438
P	98662	128
P	63506	127
C	49150	446
C	56336	227
P	24276	16645
P	52036	377
P	2568	163
P	41120	129
C	63739	186
C	27082	176
C	6526	149
C	10866	1444
C	80234	426
C	10547	213
P	53419	26302392
P	30519	582
P	15340	431
C	69430	29389336
P	46915	351
P	23747	157
P	64882	203
P	72171	513
C	35624	27002408
C	59	2841
C	52453	257
C	69735	105
P	17129	562
P	69974	269
P	85548	184
C	15895	27085122
C	15283	380
P	69588	488
C	75634	341
C	87858	231
P	29344	168
P	84019	138
P	26204	116
C	56146	28437304
C	50713	1863
C	26394	216
C	33093	100
C	47328	120
P	2533	30090522
P	19893	216
P	46895	969
P	83781	105
P	31694	30036280
C	40402	29964702
C	88607	422
C	50125	171
C	2431	114
P	18765	458
P	55917	216
P	66609	260
C	69035	31258501
C	72233	808
P	62326	1445
P	96320	373
C	3214	306
C	41960	109
C	45567	89
C	50926	85
C	4646	34708341
C	66548	1493
P	77043	554
P	28260	212
P	82513	36129060
C	13365	702
C	20075	269
C	44644	104
C	85973	105
P	39697	41474269
P	50664	41849419
P	70153	63697074
C	75180	537
C	32728	41882170
P	21586	351
P	68642	213
P	11460	189
P	6029	103
P	64123	105
C	18173	42023503
C	60393	1051
C	88275	601
C	30815	332
P	8106	536
P	69866	306
P	81549	252
P	44915	209
C	19427	393
C	79262	209
C	79599	93
C	25901	44014475
C	12636	371
C	64476	220
P	96646	1237
C	2878	138
C	7606	370
C	50814	94
P	67667	44095824
P	41491	44041655
P	97077	356
C	89773	227
P	66844	65491217
C	5411	398
C	50010	94
C	25038	78
C	86490	90
P	21433	43984955
P	45464	332
P	88388	337
P	19316	185
P	63372	227
C	40122	548
P	12867	151
C	44087	256
C	81542	356
C	25963	143
P	25449	452
P	23581	173
P	61150	127
P	38836	132
C	31122	411
C	66135	144
C	73758	65916838
C	50726	240
P	96499	600
C	34724	152
C	34028	340
P	58407	238
P	76834	44288302
C	41681	44238975
P	9059	233
P	7754	190
C	37199	44169185
P	79079	44214829
C	62468	128
P	75291	44101814
P	77908	209
C	42056	43930057
C	37310	245
C	75265	43903101
C	79168	223
P	23744	43846508
P	44862	196
P	22496	153
C	33675	65965836
C	18534	43784689
C	90015	325
P	57361	204
P	18503	43785277
C	34523	245
P	49799	100
C	30821	103
C	4508	212
C	7612	212
C	80069	43660200
C	38391	43668825
P	93567	43691508
C	28309	196
P	5228	42401376
C	7136	299
P	93980	42377374
P	23579	455
P	33427	43715228
P	30095	286
P	64099	43786550
P	1689	207
P	41400	330
C	95069	38432590
C	57678	333
P	11168	38478452
P	87702	235
C	51671	61822570
C	98987	38454578
C	81762	281
P	51107	305
P	96250	36313140
C	79871	36312640
P	63954	36140954
C	50589	357
C	28755	461
P	23338	34708192
P	46192	202
P	93320	174
C	100	34455006
C	56766	299
C	55257	163
C	38258	149
C	1927	137
P	86791	34511167
C	72791	34466944
P	71629	34450636
P	72098	233
P	60175	55172882
C	55407	162
C	64328	27801642
P	16808	27780425
C	21486	270
C	81160	27785417
C	45326	27752472
P	34027	224
P	72679	27456785
P	36904	27459329
P	10645	398
P	25905	375
P	63410	27255693
C	79105	27352564
C	75636	326
P	42992	27086496
C	41914	27048319
P	24782	8517
P	99320	25658985
C	12869	24358259
C	95270	411
C	75853	23772910
P	57653	23710418
P	89609	23424190
C	33992	23037693
C	9131	22406197
P	76817	22221959
C	31506	435
C	75947	191
C	22782	20813269
C	17139	154
P	7821	20715779
P	5395	47663041
P	17287	332
P	30279	249
C	94632	19384404
P	56097	19347014
C	30133	4840
P	14683	298
P	62838	19192928
P	73774	17783266
P	57779	279
C	74943	17577718
C	44350	281
C	74807	144
C	45795	104
P	64157	17724931
P	44315	47732461
P	56295	192
P	15010	17730000
C	60002	17600800
C	46703	433
C	61563	47623761
P	46088	17429367
P	6442	361
P	66390	15737536
P	51232	46963909
C	72876	15607635
C	69380	46879178
C	43890	221
C	80265	15614200
P	80614	274
P	58793	409
P	47634	208
C	32056	46905417
C	35360	220
P	74429	12035186
C	30799	11944034
C	46774	10770815
P	63541	10711938
C	77234	507
C	85695	5371727
P	65287	5063054
P	52049	284
P	42740	5446229
P	55979	409
P	10892	147
C	64704	5000963
C	98140	4989312
P	23221	4075264
P	94622	46976544
C	86168	2730455
P	77758	424
P	47415	2644845
C	32521	2632487
C	92703	46663953
P	73652	2459077
C	93576	2445828
P	85718	2382515
P	9997	46668542
P	47865	331
P	42480	108
C	78522	46670267
C	12529	349
C	30664	46723020
C	56652	2343645
C	5125	830
P	47235	2356592
P	38324	194
P	50015	68261688
P	27623	2359585
C	46179	46205989
C	91718	65343964
P	88502	46014703
P	54297	319
C	81563	2287836
P	71309	2349434
C	79208	2383257
C	30973	774
C	59002	44778450
C	76189	64053510
P	84989	210
C	6518	242
P	50594	44687737
P	34852	290
P	4706	159
P	6576	174
P	3231	144
P	50987	2446566
P	15151	2454754
C	98679	2424188
P	37601	2405518
P	52042	40874599
C	50574	2390987
C	94625	2400225
P	33142	2272565
C	24973	2111634
P	96350	33682288
P	61587	33536297
C	36689	2155188
C	89213	2160573
C	34463	29732320
C	10641	323
C	11471	417
P	74708	2113957
P	57273	2112440
P	51594	406
C	37430	2122258
C	77414	29297299
C	42671	313
P	37101	2173312
P	18668	135
P	54980	2074332
P	61984	26011205
C	4755	795
C	37089	2078397
C	85224	301
C	60978	21197681
C	2831	312
P	70052	1970542
C	74930	1948918
P	95499	182
P	62341	1929329
P	16655	49659557
C	60886	1914168
C	70467	1920397
C	48266	19435305
P	41892	1910182
P	74672	138
C	50645	1895635
C	25744	48791919
P	23162	1840298
P	36526	75
P	90537	1760948
C	12899	1692859
C	33005	307
C	65779	1726320
C	69477	284
C	11708	109
P	65248	1698948
P	74497	151
C	38767	1764462
C	22382	265
C	72649	178
P	88841	1668374
C	42684	3982674
C	27304	1584582
P	44827	1569218
P	25192	547
P	26634	1569835
P	22624	118
P	31744	74
C	61512	1570230
C	42515	307
C	52538	3906414
P	88568	1557719
P	59206	152
C	13685	1435295
C	24661	375
C	64444	46210320
C	33923	13461
C	28009	1509329
P	52364	65529620
P	96050	1412183
C	12188	1392263
C	59328	38261484
C	75407	3682665
P	26019	1323946
P	50418	58758683
P	96894	31454544
C	95777	31084354
C	29068	1377449
C	32441	1402378
P	16908	1389387
P	85662	30771308
P	37339	135
P	1545	76
P	9908	147
C	95642	1259481
P	69590	1233458
P	38394	72096507
C	45390	1221948
C	78553	50122863
P	18040	1203912
P	79405	123
C	93586	3134619
C	44498	3057277
P	73844	1241001
P	47901	3004135
C	84604	7034591
C	59061	7032371
C	44215	173
P	92568	153
C	36842	1205231
P	77749	5654505
P	92478	2939812
C	54585	1123030
C	89154	2743917
C	3921	290
C	36844	102
P	88123	48990978
P	16267	116
C	36088	1085135
C	67572	1097551
C	45923	1069505
C	30494	207
P	98728	1118645
P	61772	1073899
P	67271	43428974
P	49706	5013869
C	57300	1100745
C	82450	1132723
P	59379	1013585
P	26836	1027105
C	51524	955582
C	88927	1022040
P	84461	4344387
P	74999	2245313
P	36392	119
C	99064	2217768
C	97795	23438445
P	28047	954809
P	29952	84
P	29234	67
P	94111	73149432
C	94072	1050409
C	62491	2278153
C	19080	137
C	68365	988504
C	1135	113
P	96757	8993220
P	69738	213
P	51827	73
P	17515	61
C	71671	4038448
C	9032	110
P	76220	6815974
P	3958	171
P	17917	65
C	66386	8131021
C	91900	160
P	61339	1337823
P	70381	153
C	66092	6540783
P	91431	2437457
C	40299	1294040
C	25381	211
C	33078	162
C	82709	77
P	55551	1392017
P	29748	182
P	98846	68040965
C	59999	1297105
C	68819	40672283
C	10218	152
P	96246	33771607
C	31275	1400120
C	75612	3868170
P	47900	1446686
P	83475	5795341
C	82004	1464674
C	54762	1464109
P	63269	1374821
P	92257	23285664
C	66844	2439295
C	10250	217
C	66518	3735580
P	25792	1231504
P	78094	7929515
C	63170	4694320
C	42319	3198242
P	20754	668187
P	97974	666494
C	9453	194
P	20616	197
C	88070	183
P	92401	1944271
C	58494	436704
C	93211	33745039
C	6783	96
P	35818	312156
P	89547	4020292
C	84849	3926840
P	73182	176
C	70264	232325
P	88617	235036
C	83733	152135
C	60551	499497
P	99844	132497
P	93178	146
C	89385	130866
P	9856	104
P	33465	88574
P	86823	4834512
C	71560	99672
C	20537	170
C	87744	587579
P	96802	192782
C	90311	74855769
C	3204	166
C	22120	67
P	28260	108405
P	83684	102254
C	97454	4214177
P	79626	2463884
P	29938	144
C	79362	52873040
P	21107	329
P	76003	5014479
P	44364	28837
C	35692	31846

